,neighborhood,title,price,bedrooms,pid,longitude,subregion,link,latitude,sqft,month,day,year,blockfips,countyfips,countyname,price_sqft,price_sqft_cat
905,SOMA / south beach,Beautiful Top Floor Apartment - Upgraded Appliances,3291.0,1.0,4073321887,-122.39666899999999,SF,/sfc/apa/4073321887.html,37.773167,755.0,Sep,17,2013,60750607001036,6075,San Francisco,4.3589403973509935,4
907,SOMA / south beach,Why Settle For Anything Less When You Can Have The Best?,3124.0,,4073269194,-122.38996999999999,SF,/sfc/apa/4073269194.html,37.774141,607.0,Sep,17,2013,60750607001028,6075,San Francisco,5.14662273476112,4
909,san jose south,Very Large Remodeled Home in Blossom Valley,3400.0,5.0,4045915301,-121.83056299999998,South Bay,/sby/apa/4045915301.html,37.229344,2384.0,Sep,18,2013,60855120454011,6085,Santa Clara,1.4261744966442953,0
910,cupertino,"AVAILABLE NOW!! 3X2 TOP FLOOR GAS STOVE,FIREPLACE PET FRIENDLY",3420.0,3.0,4075724554,-122.00607,South Bay,/sby/apa/4075724554.html,37.332142,1275.0,Sep,18,2013,60855081021078,6085,Santa Clara,2.6823529411764704,3
911,san jose south,High-tech 24-hour fitness center with elliptical and incline treadmill,1719.0,1.0,4075861251,-121.765542,South Bay,/sby/apa/4075861251.html,37.23387,720.0,Sep,18,2013,60855120381023,6085,Santa Clara,2.3875,2
912,mountain view,Exactly where you want to live,1855.0,1.0,4075789443,-122.061131,South Bay,/sby/apa/4075789443.html,37.376808000000004,748.0,Sep,18,2013,60855091051029,6085,Santa Clara,2.479946524064171,2
913,willow glen / cambrian,Gorgeous...Like new!,2850.0,2.0,4075816562,-121.907151,South Bay,/sby/apa/4075816562.html,37.271953,1447.0,Sep,18,2013,60855029023004,6085,Santa Clara,1.9695922598479614,1
914,santa clara,Stunning Two-Bedroom in Santa Clara!,2637.0,2.0,4070141859,-121.95256200000001,South Bay,/sby/apa/4070141859.html,37.40274,1208.0,Sep,18,2013,60855050015003,6085,Santa Clara,2.18294701986755,2
915,san jose north,BRAND NEW! PETS ACCEPTED! 2 MO. FREE/ 16 MO. LEASE *PRICE REFLECTED!,2493.0,2.0,4075805023,-121.942672,South Bay,/sby/apa/4075805023.html,37.410227,1082.0,Sep,18,2013,60855050081001,6085,Santa Clara,2.304066543438078,2
916,san jose west,Lovely Santana Place Apartments,1775.0,2.0,4069174261,-121.94639699999999,South Bay,/sby/apa/4069174261.html,37.307512,900.0,Sep,18,2013,60855064021003,6085,Santa Clara,1.9722222222222223,1
917,sunnyvale,"Updated 3 Bedroom Home for rent Sunnyvale, Great Area, Don't miss it ",3400.0,3.0,4061192390,-122.017328,South Bay,/sby/apa/4061192390.html,37.358740999999995,2256.0,Sep,18,2013,60855085044012,6085,Santa Clara,1.5070921985815602,0
918,san jose south,4 bedroom home for rent in South San Jose Beautiful House great neighb,3175.0,4.0,4061196525,-121.829741,South Bay,/sby/apa/4061196525.html,37.26810800000001,2159.0,Sep,18,2013,60855120211008,6085,Santa Clara,1.4705882352941178,0
919,san jose south,3 Bedroom Home rent South San Jose nice house in a nice neighborhood,2600.0,3.0,4027127950,-121.83328200000001,South Bay,/sby/apa/4027127950.html,37.24608900000001,1208.0,Sep,18,2013,60855120451004,6085,Santa Clara,2.152317880794702,1
920,san jose south,2 bedroom home rent South San Jose Pet Welcome,2100.0,2.0,4056772294,-121.80585400000001,South Bay,/sby/apa/4056772294.html,37.250732,1233.0,Sep,18,2013,60855120293000,6085,Santa Clara,1.70316301703163,1
921,sunnyvale,"Sunnyvale home showing at 7:15pm on 9/18, wednesday - 678 Cypress ave",2900.0,4.0,4076275166,-122.0177,South Bay,/sby/apa/4076275166.html,37.3886,1560.0,Sep,18,2013,60855090004002,6085,Santa Clara,1.858974358974359,1
922,sunnyvale,Beautiful Home in Sunnyvale ( 1409 Colinton Way ),4700.0,4.0,4076275068,-122.058672,South Bay,/sby/apa/4076275068.html,37.347592,1939.0,Sep,18,2013,60855083012003,6085,Santa Clara,2.4239298607529656,2
923,cupertino,The Pointe Has Flexible Lease Terms! ,3101.0,2.0,4076241819,-122.02356999999999,South Bay,/sby/apa/4076241819.html,37.322542,1212.0,Sep,18,2013,60855080013000,6085,Santa Clara,2.5585808580858087,2
924,sunnyvale,Split Bedroom Floor Plan Ideal for Roommates! A Real Stunner! ,2708.0,2.0,4076064066,-122.017052,South Bay,/sby/apa/4076064066.html,37.371814,1100.0,Sep,18,2013,60855087031002,6085,Santa Clara,2.461818181818182,2
925,san jose west,Single Family Home near Santana Row and Valley Fair ,3100.0,3.0,4076062586,-121.954427,South Bay,/sby/apa/4076062586.html,37.328736,1250.0,Sep,18,2013,60855059002012,6085,Santa Clara,2.48,2
928,cupertino,Fully Renovated 3Bd/2Ba with Foothill View,3300.0,3.0,4076041599,-122.06798400000001,South Bay,/sby/apa/4076041599.html,37.325505,1800.0,Sep,18,2013,60855077032018,6085,Santa Clara,1.8333333333333333,1
929,sunnyvale,"REDUCED RENT! $1595, 1X1. GORGEOUS APARTMENT HOME! MOVE IN ASAP!",1595.0,1.0,4076471377,-122.01993200000001,South Bay,/sby/apa/4076471377.html,37.384719,650.0,Sep,18,2013,60855088002004,6085,Santa Clara,2.453846153846154,2
930,san jose downtown,"Cozy 1Bdr, Updated Kitchen, Nice Rose Garden Area",1225.0,1.0,4042525260,-121.922367,South Bay,/sby/apa/4042525260.html,37.344640999999996,453.0,Sep,18,2013,60855004001003,6085,Santa Clara,2.704194260485651,3
931,san jose west,"Cute and Quiet 1 Bdr, Great Neighborhood Near Good Sam, Los Gatos",1495.0,1.0,4071901401,-121.95096699999999,South Bay,/sby/apa/4071901401.html,37.249543,650.0,Sep,18,2013,60855068012019,6085,Santa Clara,2.3,2
933,cupertino,"Gorgeous 1x1 Apt with A/C, W/D, Granite Countertops and More!",2486.0,1.0,4076463650,-122.038279,South Bay,/sby/apa/4076463650.html,37.33677700000001,795.0,Sep,18,2013,60855078051015,6085,Santa Clara,3.127044025157233,3
934,san jose downtown,Incredible townhouse with front porch and private entrance. Call Today,2835.0,2.0,4076402475,-121.905456,South Bay,/sby/apa/4076402475.html,37.331607,1246.0,Sep,18,2013,60855003002014,6085,Santa Clara,2.2752808988764044,2
935,san jose downtown,2 Story 1 Bed/1 Bath with Den/Office Attached! Available 10/11,2630.0,1.0,4076459797,-121.897709,South Bay,/sby/apa/4076459797.html,37.326489,950.0,Sep,18,2013,60855008002018,6085,Santa Clara,2.768421052631579,3
937,santa clara,Relax & Unwind in your new home! Remodeled 1BR Units! LEASING NOW!,1850.0,1.0,4076591035,-121.99457,South Bay,/sby/apa/4076591035.html,37.33062,776.0,Sep,18,2013,60855061034016,6085,Santa Clara,2.384020618556701,2
938,los gatos,Los Gatos Condominium,2600.0,2.0,4038485932,-121.9554,South Bay,/sby/apa/4038485932.html,37.2417,1035.0,Sep,18,2013,60855068013014,6085,Santa Clara,2.5120772946859904,2
939,willow glen / cambrian,Great 1 BR 1 BA Apartment with Underground Parking. 1 Month Free!,1981.0,1.0,4076638625,-121.91051999999999,South Bay,/sby/apa/4076638625.html,37.317888,861.0,Sep,18,2013,60855019001028,6085,Santa Clara,2.3008130081300813,2
940,milpitas,"Upgraded Twn home in hidden lake Milpitas - easy access to 880,680",2395.0,2.0,4076613611,-121.905048,South Bay,/sby/apa/4076613611.html,37.440247,1410.0,Sep,18,2013,60855044131000,6085,Santa Clara,1.698581560283688,1
941,mountain view,Wish You lived Here? You Can! Call Our Leasing Office Today!,3905.0,2.0,4076526388,-122.07295400000001,South Bay,/sby/apa/4076526388.html,37.399858,972.0,Sep,18,2013,60855092013000,6085,Santa Clara,4.017489711934156,4
942,milpitas,Start your new beginning off right! ,1520.0,1.0,4076628764,-121.903543,South Bay,/sby/apa/4076628764.html,37.4601,544.0,Sep,18,2013,60855044211001,6085,Santa Clara,2.7941176470588234,3
943,willow glen / cambrian,SPACIOUS LOVELY 3 BR 2.5 BATH SINGLE FAMILY HOME FOR RENT,3250.0,3.0,4036786803,-121.90328799999999,South Bay,/sby/apa/4036786803.html,37.233711,1700.0,Sep,18,2013,60855119162002,6085,Santa Clara,1.911764705882353,1
944,sunnyvale,3/1 Single Family w/ Open and Bright Floor plan,2750.0,3.0,4075605586,-122.014471,South Bay,/sby/apa/4075605586.html,37.358740999999995,1400.0,Sep,18,2013,60855085044012,6085,Santa Clara,1.9642857142857142,1
945,san jose south,"Upgraded Apartment Home, Granite Counter Tops, Washer and Dryer Inside",1890.0,1.0,4075506791,-121.8306,South Bay,/sby/apa/4075506791.html,37.2458,711.0,Sep,18,2013,60855120451013,6085,Santa Clara,2.6582278481012658,3
946,sunnyvale,Cozy 1x1 available early October!! $99 Deposit!!,1755.0,1.0,4075579980,-122.01784599999999,South Bay,/sby/apa/4075579980.html,37.397007,580.0,Sep,18,2013,60855048032046,6085,Santa Clara,3.0258620689655173,3
947,sunnyvale,Stop Searching Start Living! 1B/1B in The Heart of Sunnyvale,1995.0,1.0,4075598112,-122.032164,South Bay,/sby/apa/4075598112.html,37.384733000000004,662.0,Sep,18,2013,60855091021048,6085,Santa Clara,3.013595166163142,3
949,san jose south,POOL VIEW-REMODELED 1x AT THE WOODS! ,1515.0,1.0,4075597782,-121.83856100000001,South Bay,/sby/apa/4075597782.html,37.275733,669.0,Sep,18,2013,60855120203003,6085,Santa Clara,2.2645739910313902,2
950,santa clara,More for your Money,1695.0,1.0,4075560485,-121.963269,South Bay,/sby/apa/4075560485.html,37.361540999999995,700.0,Sep,18,2013,60855053031012,6085,Santa Clara,2.4214285714285713,2
952,santa clara,6-WEEKS FREE Lovely 1-Bedroom next door to Rivermark Shopping Plaza!!!,2159.0,1.0,4075543382,-121.94476599999999,South Bay,/sby/apa/4075543382.html,37.395936999999996,880.0,Sep,18,2013,60855049011077,6085,Santa Clara,2.453409090909091,2
953,cupertino,Great Location and Best Cupertino Schools! 4bd/2.5b near Hoover Park,4200.0,4.0,4075543098,-122.03973799999999,South Bay,/sby/apa/4075543098.html,37.296332,1758.0,Sep,18,2013,60855078084010,6085,Santa Clara,2.3890784982935154,2
954,santa clara,3x2::Completely Remodeled!!NEW Kitchen & Bath::Granite::Stainless!!,2050.0,2.0,4045862961,-121.98790600000001,South Bay,/sby/apa/4045862961.html,37.34003,856.0,Sep,18,2013,60855054033018,6085,Santa Clara,2.3948598130841123,2
955,san jose south,"TWO BDRM, UPSTAIRS, END UNIT, NEW CARPET, W/D HOOKUP, AVAIL NOW!",1775.0,2.0,4075537481,-121.83880500000001,South Bay,/sby/apa/4075537481.html,37.313815999999996,862.0,Sep,18,2013,60855031183000,6085,Santa Clara,2.0591647331786542,1
958,sunnyvale,"Great Location, Lake, Fountains,Month-To-Month (Sunnyvale) for 9/20",1850.0,1.0,4075535666,-121.99707,South Bay,/sby/apa/4075535666.html,37.366541,740.0,Sep,18,2013,60855085082000,6085,Santa Clara,2.5,2
960,santa clara,Your New Home Awaits You Just In Time For Fall,2296.0,2.0,4075419492,-121.99717,South Bay,/sby/apa/4075419492.html,37.359140999999994,900.0,Sep,18,2013,60855085072006,6085,Santa Clara,2.551111111111111,2
961,santa clara,Check Out What Riley Square Has To Offer!,1645.0,1.0,4075395068,-121.99717,South Bay,/sby/apa/4075395068.html,37.359140999999994,630.0,Sep,18,2013,60855085072006,6085,Santa Clara,2.611111111111111,3
962,santa clara,Don't Settle For Less,2225.0,2.0,4075410127,-121.99717,South Bay,/sby/apa/4075410127.html,37.359140999999994,870.0,Sep,18,2013,60855085072006,6085,Santa Clara,2.557471264367816,2
963,sunnyvale,"Best Location In Town! Lots of Closet options, Pantry and Storage!",2175.0,2.0,4075409864,-122.025949,South Bay,/sby/apa/4075409864.html,37.362341,850.0,Sep,18,2013,60855085031005,6085,Santa Clara,2.5588235294117645,2
964,santa clara,"Eeny, meeny, miny.... WHOA!!! I Found an AMAZING 2x2 at Bella Vista!!!",2595.0,2.0,4075409235,-121.95731799999999,South Bay,/sby/apa/4075409235.html,37.401787,1058.0,Sep,18,2013,60855050013004,6085,Santa Clara,2.452741020793951,2
965,dublin / pleasanton / livermore,Spacious is an understatement,29995.0,2.0,4076615916,-121.91158700000001,East Bay,/eby/apa/4076615916.html,37.704357,1418.0,Sep,18,2013,60014503002050,6001,Alameda,21.153032440056418,4
966,fairfield / vacaville,KANSAS ST - 3/2 Newly Updated - FAIRFIELD,1450.0,3.0,4061080863,-122.056386,East Bay,/eby/apa/4061080863.html,38.255294,1264.0,Sep,18,2013,60952524011010,6095,Solano,1.1471518987341771,0
967,brentwood / oakley,HAYSTACK CT - Spacious & Private 4/3 - BRENTWOOD,2295.0,4.0,4076645330,-121.71343,East Bay,/eby/apa/4076645330.html,37.926895,2229.0,Sep,18,2013,60133032043018,6013,Contra Costa,1.0296096904441454,0
968,"hercules, pinole, san pablo, el sob",CHELSEA - COZY 2/1 CONDO - NEWLY UPDATED - HERCULES,1425.0,2.0,4046384331,-122.26166,East Bay,/eby/apa/4046384331.html,38.020716,869.0,Sep,18,2013,60133592032001,6013,Contra Costa,1.6398158803222094,1
969,vallejo / benicia,GRENNAN ST - 3/1 Newly Updated - VALLEJO,1225.0,3.0,4034680052,-122.22738700000001,East Bay,/eby/apa/4034680052.html,38.103651,1048.0,Sep,18,2013,60952503002015,6095,Solano,1.1688931297709924,0
970,fairfield / vacaville,MELROSE CT - Beautiful 3/3 - Newly Updated - VACAVILLE,1695.0,3.0,4034681512,-121.950456,East Bay,/eby/apa/4034681512.html,38.341175,1626.0,Sep,18,2013,60952529101009,6095,Solano,1.0424354243542435,0
971,pittsburg / antioch,MEPHAM DR - Beautiful 4/2.5 - Newly Updated - PITTSBURG,1895.0,4.0,4016769441,-121.900232,East Bay,/eby/apa/4016769441.html,38.021731,1996.0,Sep,18,2013,60133110003009,6013,Contra Costa,0.9493987975951904,0
972,pittsburg / antioch,RUBYE DR - 3/2 with 2 Bonus Rooms! - ANTIOCH,1299.0,3.0,4034691371,-121.795566,East Bay,/eby/apa/4034691371.html,38.002288,1173.0,Sep,18,2013,60133060033011,6013,Contra Costa,1.1074168797953965,0
973,vallejo / benicia,722 INDIANA ST - 3/2 Newly Updated - VALLEJO,1395.0,3.0,4016793447,-122.25264299999999,East Bay,/eby/apa/4016793447.html,38.110960999999996,1368.0,Sep,18,2013,60952515002012,6095,Solano,1.019736842105263,0
974,berkeley,2 Bedroom Fully Furnished Condo Only 1 Block North of UC Berkeley,6000.0,2.0,4030650511,-122.26536499999999,East Bay,/eby/apa/4030650511.html,37.876598,900.0,Sep,18,2013,60014225003004,6001,Alameda,6.666666666666667,4
975,san jose north,3BR/2.5BA / North San Jose Spacious Townhouse,2950.0,3.0,4074782887,-121.890768,South Bay,/sby/apa/4074782887.html,37.38321,1620.0,Sep,18,2013,60855043113007,6085,Santa Clara,1.8209876543209877,1
977,sunnyvale,2 Bed 2 Bath Condo Cupertino Schools Short Term Accepted,2400.0,2.0,4044948945,-122.01443,South Bay,/sby/apa/4044948945.html,37.351939,930.0,Sep,18,2013,60855082041001,6085,Santa Clara,2.5806451612903225,2
980,willow glen / cambrian,"2/2 luxury new condo, easy commute, close to shopping",2500.0,2.0,4065643762,-121.868248,South Bay,/sby/apa/4065643762.html,37.295632,1144.0,Sep,18,2013,60855031151002,6085,Santa Clara,2.1853146853146854,2
981,willow glen / cambrian,"2Bed/2Bath luxury new condo, easy commute, close to shopping",2500.0,2.0,4065202798,-121.869621,South Bay,/sby/apa/4065202798.html,37.296178999999995,1144.0,Sep,18,2013,60855031151000,6085,Santa Clara,2.1853146853146854,2
982,san jose east,** 1B/1B  Condo/ Laundry/ Garage/Patio / Alum Rock ,1350.0,1.0,4049371370,-121.85128799999998,South Bay,/sby/apa/4049371370.html,37.355641,560.0,Sep,18,2013,60855037073008,6085,Santa Clara,2.4107142857142856,2
983,san jose north,两房两卫一厅出租,1925.0,2.0,4074766902,-121.87246599999999,South Bay,/sby/apa/4074766902.html,37.391139,976.0,Sep,17,2013,60855043161000,6085,Santa Clara,1.9723360655737705,1
985,fremont / union city / newark,"Positively Peaceful on Pistol Court, Fremont Ardenwood area",2350.0,3.0,4076878464,-122.058572,East Bay,/eby/apa/4076878464.html,37.57107,1300.0,Sep,18,2013,60014415213003,6001,Alameda,1.8076923076923077,1
986,fairfield / vacaville,Amazing Ranch Home,1800.0,4.0,4070044577,-121.953197,East Bay,/eby/apa/4070044577.html,38.346258,1807.0,Sep,18,2013,60952529101005,6095,Solano,0.9961261759822911,0
987,concord / pleasant hill / martinez,QUIET and ELEGANT 2 BED/1.5 BTHS TOWNHOUSE IN CONCORD,1495.0,2.0,4019963407,-121.96043,East Bay,/eby/apa/4019963407.html,37.947649,973.0,Sep,18,2013,60133553013008,6013,Contra Costa,1.5364850976361768,0
988,concord / pleasant hill / martinez,Down stairs in-law ,900.0,1.0,4076876738,-122.135,East Bay,/eby/apa/4076876738.html,37.9864,600.0,Sep,18,2013,60133560022080,6013,Contra Costa,1.5,0
989,concord / pleasant hill / martinez,"Clean, Quiet, Safe and Walk to Downtown Concord",850.0,1.0,4076875493,-122.04293500000001,East Bay,/eby/apa/4076875493.html,37.969982,600.0,Sep,18,2013,60133361022000,6013,Contra Costa,1.4166666666666667,0
990,berkeley north / hills, - Spanish Style Town-Home,3600.0,2.0,4076868786,-122.26350900000001,East Bay,/eby/apa/4076868786.html,37.878223,1650.0,Sep,18,2013,60014225001006,6001,Alameda,2.1818181818181817,2
991,brentwood / oakley,Great 3 bedroom townhouse,1750.0,3.0,4076872893,-121.69586399999999,East Bay,/eby/apa/4076872893.html,37.940323,1667.0,Sep,18,2013,60133031033031,6013,Contra Costa,1.0497900419916018,0
992,richmond / point / annex,3 Bedroom Richmond Annex Home,1500.0,3.0,4076871256,-122.25,East Bay,/eby/apa/4076871256.html,37.5,980.0,Sep,18,2013,60816091002041,6081,San Mateo,1.530612244897959,0
993,oakland north / temescal,Big 3brVictorian apartment on quiet dead end street,2250.0,3.0,4076512869,-122.27618000000001,East Bay,/eby/apa/4076512869.html,37.844596,1500.0,Sep,18,2013,60014007001022,6001,Alameda,1.5,0
996,"Vallejo, Fairfield, Martinez",***LOVE WHERE YOU LIVE*** 707.643.1100,1250.0,2.0,4076499590,-122.241874,East Bay,/eby/apa/4076499590.html,38.083062,870.0,Sep,18,2013,60952508012003,6095,Solano,1.4367816091954022,0
997,walnut creek,No Barking Dogs in Our Lovely Community!,1767.0,1.0,4076503124,-122.06644399999999,East Bay,/eby/apa/4076503124.html,37.901224,726.0,Sep,18,2013,60133390021009,6013,Contra Costa,2.4338842975206614,2
999,fremont / union city / newark,"Refresh, Rejuvenate, Relax",1649.0,1.0,4076510273,-121.97238200000001,East Bay,/eby/apa/4076510273.html,37.539728000000004,700.0,Sep,18,2013,60014424001001,6001,Alameda,2.355714285714286,2
1000,san leandro,Modern 2bd/2 bath condo in ashland,1550.0,2.0,4076515956,-122.124,East Bay,/eby/apa/4076515956.html,37.7024,875.0,Sep,18,2013,60014338002014,6001,Alameda,1.7714285714285714,1
1001,SOMA / south beach,SPACIOUS 1 Bedroom Apartment + DEN!! w/ Parking Included!,3200.0,1.0,4063401906,-122.403878,SF,/sfc/apa/4063401906.html,37.770063,916.0,Sep,18,2013,60750607002000,6075,San Francisco,3.493449781659389,4
1002,alamo square / nopa,Studio - Alamo Sq,1600.0,1.0,4076154208,-122.438177,SF,/sfc/apa/4076154208.html,37.776856,400.0,Sep,18,2013,60750158022004,6075,San Francisco,4.0,4
1007,pacific heights,"Spacious Panoramic View Flat~Big Garden, Pets Ok, Optional 1-2 Car Gar",8000.0,2.0,4073296518,-122.436567,SF,/sfc/apa/4073296518.html,37.794058,3000.0,Sep,17,2013,60750132002001,6075,San Francisco,2.6666666666666665,3
1009,lower nob hill,Moving To San Francisco? Large/Renovated Downtown Studio NOW AVAILABLE,2305.0,,4073206401,-122.413799,SF,/sfc/apa/4073206401.html,37.786649,500.0,Sep,17,2013,60750123021000,6075,San Francisco,4.61,4
1010,western addition,Fantastic 1 BR Apartment at Fillmore Center -- Only $2725,2725.0,1.0,4073284434,-122.432681,SF,/sfc/apa/4073284434.html,37.78317,699.0,Sep,17,2013,60750159002006,6075,San Francisco,3.8984263233190273,4
1011,richmond / seacliff,"►►Lovely Studio Unit, Excellent Location",1000.0,,4064903327,-122.487548,SF,/sfc/apa/4064903327.html,37.77448,180.0,Sep,17,2013,60750477021005,6075,San Francisco,5.555555555555555,4
1013,western addition,Commuters Welcome! Complimentary shuttle to Financial District daily.,2999.0,1.0,4073264535,-122.432681,SF,/sfc/apa/4073264535.html,37.78317,705.0,Sep,17,2013,60750159002006,6075,San Francisco,4.253900709219858,4
1014,san jose north,"2br 2ba rarely available, save $700/mo! yahoo ebay etc near!",2186.0,2.0,4075718367,-121.9406,South Bay,/sby/apa/4075718367.html,37.4087,1120.0,Sep,18,2013,60855050081001,6085,Santa Clara,1.9517857142857142,1
1015,sunnyvale,2 story townhouse cupertino schools remodeled wash/dryer large patio,2550.0,2.0,4075549998,-122.04157099999999,South Bay,/sby/apa/4075549998.html,37.342741,1300.0,Sep,18,2013,60855083032000,6085,Santa Clara,1.9615384615384615,1
