,neighborhood,title,price,bedrooms,pid,longitude,subregion,link,latitude,sqft,month,day,year,blockfips,countyfips,county,tractfips
4568,san carlos,"in Peninsula hills, quiet upscale neighborhood. Not an apartment/condo",2500.0,1.0,4073934358,,Peninsula,/pen/apa/4073934358.html,,1000.0,Sep,17,2013,,,,
4569,san mateo,1 bedroom top floor apartment ready late September,2207.0,1.0,4073950424,-122.28518500000001,Peninsula,/pen/apa/4073950424.html,37.544253999999995,680.0,Sep,17,2013,060816084003000,06081,San Mateo,06081608400
4570,foster city,BIG DOG? We have a BIG Patio!,2400.0,1.0,4073948591,-122.262704,Peninsula,/pen/apa/4073948591.html,37.535696,,Sep,17,2013,060816080133000,06081,San Mateo,06081608013
4571,redwood city,Large 2B Dual Master in Beautiful Luxury Community-Fully Equipped,3390.0,2.0,4073943216,,Peninsula,/pen/apa/4073943216.html,,1154.0,Sep,17,2013,,,,
4572,san bruno,Home Sweet Home!,2195.0,2.0,4065446448,-122.462848,Peninsula,/pen/apa/4065446448.html,37.636965000000004,950.0,Sep,17,2013,060816140001006,06081,San Mateo,06081614000
4573,redwood city,Inlaw unit / cottage / Mount Carmel neighborhood,2100.0,1.0,4073923905,-122.248701,Peninsula,/pen/apa/4073923905.html,37.478025,685.0,Sep,17,2013,060816099001017,06081,San Mateo,06081609900
4574,east palo alto,Top Floor Studio Ready For YOU!,1288.0,,4073907029,-122.136774,Peninsula,/pen/apa/4073907029.html,37.454438,421.0,Sep,17,2013,060816121005009,06081,San Mateo,06081612100
4575,mountain view,"Close to Google, Stanford & NasaAmes",1748.0,1.0,4073848062,,Peninsula,/pen/apa/4073848062.html,,,Sep,17,2013,,,,
4576,san carlos,Brand new One Bedroom Apt / Inlaw unit,1850.0,1.0,4073899322,-122.28416200000001,Peninsula,/pen/apa/4073899322.html,37.50639,780.0,Sep,17,2013,060816095002005,06081,San Mateo,06081609500
4577,south san francisco,Furnished 3BR/2BA Condo for Rent on Gellert Blvd,3200.0,3.0,4051167724,-122.453849,Peninsula,/pen/apa/4051167724.html,37.643444,,Sep,17,2013,060816026003002,06081,San Mateo,06081602600
4578,mountain view,LargeApt/Great Nbrhd/Granite Ctrs/Streams/Pools/Spa/Fitness/FREE WiFi,3395.0,3.0,4073734966,,Peninsula,/pen/apa/4073734966.html,,1305.0,Sep,17,2013,,,,
4579,redwood city,NOW SHOWING! Bright and airy updated townhouse in great westside area!,3500.0,3.0,4066972562,-122.224694,Peninsula,/pen/apa/4066972562.html,37.462237,1800.0,Sep,17,2013,060816113004009,06081,San Mateo,06081611300
4580,half moon bay,Beautiful Downtown Cottage 2/1 ,2400.0,2.0,4073606510,-122.431726,Peninsula,/pen/apa/4073606510.html,37.45953,,Sep,17,2013,060816137001037,06081,San Mateo,06081613700
4581,"San Mateo, ca",FURNISHED STUDIO - FREE UTILITIES,2280.0,1.0,4063393401,-122.28137199999999,Peninsula,/pen/apa/4063393401.html,37.555941,350.0,Sep,17,2013,060816079002000,06081,San Mateo,06081607900
4582,los altos,Charming condo in nice quiet complex in Los Altos.,2950.0,2.0,4073558813,,Peninsula,/pen/apa/4073558813.html,,960.0,Sep,17,2013,,,,
4583,foster city,Get your Vitamin D with All This Natural Sunlight!,2380.0,1.0,4073550603,-122.26274699999999,Peninsula,/pen/apa/4073550603.html,37.535713,712.0,Sep,17,2013,060816080133000,06081,San Mateo,06081608013
4584,redwood shores,Get @@$3500 @@Cash back! $2445 /1 BR (One year term ),2445.0,1.0,4073394886,-122.233621,Peninsula,/pen/apa/4073394886.html,37.537754,783.0,Sep,17,2013,060816103032001,06081,San Mateo,06081610303
4585,redwood city,LARGE 2B Open Floor Plan Dual Master Near Stanford Medical,3390.0,2.0,4073582039,,Peninsula,/pen/apa/4073582039.html,,1154.0,Sep,17,2013,,,,
4586,menlo park,"Remodeled and expanded three bedroom, 2 bath home on a large private lot.",4200.0,3.0,4073536805,,Peninsula,/pen/apa/4073536805.html,,1800.0,Sep,17,2013,,,,
4587,mountain view,Just Mins From Downtown! Easy Freeway Access! Shorten Your Commute!,2029.0,1.0,4073553183,-122.07475600000001,Peninsula,/pen/apa/4073553183.html,37.402029,682.0,Sep,17,2013,060855092012002,06085,Santa Clara,06085509201
4588,palo alto,Downtown Palo Alto Home for Rent,4350.0,2.0,4073565581,,Peninsula,/pen/apa/4073565581.html,,1200.0,Sep,17,2013,,,,
4589,foster city,Play Tennis on the Lighted Tennis Courts at Foster's Landing,2722.0,1.0,4073218561,-122.264334,Peninsula,/pen/apa/4073218561.html,37.554738,900.0,Sep,17,2013,060816080041006,06081,San Mateo,06081608004
4590,mountain view,Live Smart and Love Life in this spacious apt.,2962.0,2.0,4073179074,-122.101303,Peninsula,/pen/apa/4073179074.html,37.396907,1060.0,Sep,17,2013,060855094043007,06085,Santa Clara,06085509404
4591,foster city,Relaxing Views from Your Waterfront Apartment Home ,2748.0,2.0,4073217591,-122.26023700000002,Peninsula,/pen/apa/4073217591.html,37.552692,960.0,Sep,17,2013,060816080012001,06081,San Mateo,06081608001
4592,san bruno,APT FOR RENT - Milagra Ridge Model,3046.0,2.0,4073178100,-122.429,Peninsula,/pen/apa/4073178100.html,37.6247,942.0,Sep,17,2013,060816038022003,06081,San Mateo,06081603802
4593,pacifica,ALL You've Been Looking For and More!,1945.0,1.0,4073209399,-122.48585800000001,Peninsula,/pen/apa/4073209399.html,37.633649,765.0,Sep,17,2013,060816030001008,06081,San Mateo,06081603000
4594,los altos,"1x1. Fantastic 1 bdrm. Next to TraderJoe's, restaurants, & more!",1995.0,1.0,4060625016,-122.065381,Peninsula,/pen/apa/4060625016.html,37.335807,769.0,Sep,17,2013,060855078052017,06085,Santa Clara,06085507805
4595,los altos,Don't miss this one!! 1bedroom plus Den-Excellent 2 bdrm option,2450.0,2.0,4060621952,-122.065381,Peninsula,/pen/apa/4060621952.html,37.335807,910.0,Sep,17,2013,060855078052017,06085,Santa Clara,06085507805
4596,south san francisco,"New Rental -1268 Baywood, S.S.F.",2600.0,3.0,4046445494,-122.440428,Peninsula,/pen/apa/4046445494.html,37.664415000000005,1090.0,Sep,17,2013,060816019022001,06081,San Mateo,06081601902
4597,daly city,Daly City - Facelift 2bed2bath Condo for rent ,2230.0,2.0,4073204141,,Peninsula,/pen/apa/4073204141.html,,,Sep,17,2013,,,,
4598,redwood shores,Open House Wednesday! Awesome Condo at Hastings Shore! Top Floor!,2850.0,2.0,4073203638,-122.250473,Peninsula,/pen/apa/4073203638.html,37.523528999999996,,Sep,17,2013,060816103043014,06081,San Mateo,06081610304
4599,mountain view,Ideal location. Close to top schools and top businesses,2745.0,2.0,4073128860,-122.065176,Peninsula,/pen/apa/4073128860.html,37.372578999999995,,Sep,17,2013,060855091054000,06085,Santa Clara,06085509105
4600,daly city,"2 br appt., near Daly City BART,avail.now. open house 09/18 at 2pm",1850.0,2.0,4072498454,-122.463283,Peninsula,/pen/apa/4072498454.html,37.706032,,Sep,16,2013,060816007001018,06081,San Mateo,06081600700
4601,los altos,Condo for rent  6-9 month's lease,3600.0,2.0,4072512399,-122.11171100000001,Peninsula,/pen/apa/4072512399.html,37.374034,1500.0,Sep,16,2013,060855103002052,06085,Santa Clara,06085510300
4602,los altos,Los Altos Hills- Retro Estate,6950.0,5.0,4039488005,-122.126574,Peninsula,/pen/apa/4039488005.html,37.37784,3100.0,Sep,16,2013,060855117012002,06085,Santa Clara,06085511701
4603,redwood city,Fully furnished brand new 2 BR/2 Bath Condo w/ Marina Views,3200.0,2.0,4072504014,-122.2091,Peninsula,/pen/apa/4072504014.html,37.4815,1250.0,Sep,16,2013,060816105001016,06081,San Mateo,06081610500
4604,daly city,Large One Bdrm. NEW carpet. NEW Paint. Parking. On Site Manager. ,1495.0,1.0,4072440578,-122.46221200000001,Peninsula,/pen/apa/4072440578.html,37.690076,,Sep,16,2013,060816013001007,06081,San Mateo,06081601300
4605,belmont,Newly Renovated 2bd/2ba,2375.0,2.0,4072439270,-122.299679,Peninsula,/pen/apa/4072439270.html,37.509837,,Sep,16,2013,060816089003011,06081,San Mateo,06081608900
4606,los altos,Executive Single Family Estate in Los Altos Hills Palo Alto Schools,8897.0,4.0,4054385897,-122.154975,Peninsula,/pen/apa/4054385897.html,37.364340000000006,,Sep,16,2013,060855117041004,06085,Santa Clara,06085511704
4607,redwood city,Marymount Apts  1 Bedrooms $1550 and up,1550.0,1.0,4072451820,-122.217708,Peninsula,/pen/apa/4072451820.html,37.486944,675.0,Sep,16,2013,060816102011002,06081,San Mateo,06081610201
4608,south san francisco,Brand New large 1 Bedroom In-law,1800.0,1.0,4072444782,,Peninsula,/pen/apa/4072444782.html,,,Sep,16,2013,,,,
4609,mountain view,"550 Ortega Ave, top floor, Los Altos School",3350.0,2.0,4016428298,,Peninsula,/pen/apa/4016428298.html,,1100.0,Sep,16,2013,,,,
4610,belmont,Single Family Home in Belmont,2950.0,3.0,4072397227,,Peninsula,/pen/apa/4072397227.html,,1050.0,Sep,16,2013,,,,
4611,redwood city,Just one mile south of the El Camino Real ,2586.0,2.0,4075805804,-122.214745,Peninsula,/pen/apa/4075805804.html,37.469431,840.0,Sep,18,2013,060816107002000,06081,San Mateo,06081610700
4612,belmont,Nestled in the Belmont Hills & Walking Distance to City Conveniences,2108.0,,4075792961,-122.278304,Peninsula,/pen/apa/4075792961.html,37.517377,600.0,Sep,18,2013,060816087003008,06081,San Mateo,06081608700
4613,south san francisco,Lovely private views from this quiet top floor unit,2373.0,2.0,4075788395,-122.436173,Peninsula,/pen/apa/4075788395.html,37.65313,,Sep,18,2013,060816024003000,06081,San Mateo,06081602400
4614,palo alto,"Stunning, rare to find 5/3 newer house, good location",9400.0,5.0,4075759376,,Peninsula,/pen/apa/4075759376.html,,3025.0,Sep,18,2013,,,,
4615,foster city,Large floorplan with private balcony facing the water,2850.0,2.0,4075587374,-122.28754199999999,Peninsula,/pen/apa/4075587374.html,37.563188000000004,1040.0,Sep,18,2013,060816079003000,06081,San Mateo,06081607900
4616,belmont,"""A MUST SEE!!, ENTIRELY REMODELED 2BD/1BATH""",2300.0,2.0,4049498366,,Peninsula,/pen/apa/4049498366.html,,880.0,Sep,18,2013,,,,
4617,palo alto,Remodeled 1BR near Stanford and Page Mill! Onsite Pool & Laundry!,1795.0,1.0,4075781321,-122.134216,Peninsula,/pen/apa/4075781321.html,37.417874,550.0,Sep,18,2013,060855106001000,06085,Santa Clara,06085510600
4618,foster city,You'll Love Our Waterfront Resort Amenities & Huge Floor Plans!,2903.0,2.0,4075780871,-122.260001,Peninsula,/pen/apa/4075780871.html,37.552446,960.0,Sep,18,2013,060816080012001,06081,San Mateo,06081608001
4619,mountain view,"Dont miss out on Great deals, Call Now!!",2203.0,1.0,4075818079,-122.101303,Peninsula,/pen/apa/4075818079.html,37.396907,800.0,Sep,18,2013,060855094043007,06085,Santa Clara,06085509404
4620,palo alto,4 bd. 2ba. Home..Channing/Greer ,5000.0,,4075817260,-122.129874,Peninsula,/pen/apa/4075817260.html,37.448638,,Sep,18,2013,060855111002004,06085,Santa Clara,06085511100
4621,palo alto,"Warm, bright 3/1 with big yard house",3850.0,3.0,4075769183,,Peninsula,/pen/apa/4075769183.html,,,Sep,18,2013,,,,
4622,foster city,Experience the Best of the Bay at Marlin Cove!,2495.0,1.0,4076043665,-122.25683400000001,Peninsula,/pen/apa/4076043665.html,37.552768,755.0,Sep,18,2013,060816080012001,06081,San Mateo,06081608001
4623,pacifica,Our community offers self-guided cell phone tours!,2403.0,2.0,4076148404,-122.47873899999999,Peninsula,/pen/apa/4076148404.html,37.658761,955.0,Sep,18,2013,060816028002005,06081,San Mateo,06081602800
4624,redwood city,Top Floor w/ Awesome Water Views-Fire Place-Available Now,3615.0,2.0,4075546792,,Peninsula,/pen/apa/4075546792.html,,1109.0,Sep,18,2013,,,,
4625,palo alto,Great House in Convenient Mid-Town Location,5300.0,4.0,4035882587,-122.119767,Peninsula,/pen/apa/4035882587.html,37.431064,1650.0,Sep,18,2013,060855110005012,06085,Santa Clara,06085511000
4626,foster city,Everything new in this quiet 2 bedroom Town Home in Foster City!,2650.0,2.0,4075544518,-122.26154299999999,Peninsula,/pen/apa/4075544518.html,37.555698,1020.0,Sep,18,2013,060816080041006,06081,San Mateo,06081608004
4627,los altos,Don't Miss this One! Los Altos  Spacious 1 Bedroom with Den,2450.0,1.0,4067451085,-122.065381,Peninsula,/pen/apa/4067451085.html,37.335807,910.0,Sep,18,2013,060855078052017,06085,Santa Clara,06085507805
4628,foster city,Your Stunning Waterfront Home with Concierge Services,2108.0,1.0,4075536475,-122.256525,Peninsula,/pen/apa/4075536475.html,37.554546,712.0,Sep,18,2013,060816083001008,06081,San Mateo,06081608300
4629,burlingame,Fall Savings when you reserve this lovely 1 bedroom!,2035.0,1.0,4075533964,-122.359378,Peninsula,/pen/apa/4075533964.html,37.58647,624.0,Sep,18,2013,060816054005021,06081,San Mateo,06081605400
4630,brisbane,Cozy cottage with big yard 2b-1bath,1875.0,2.0,4074718974,,Peninsula,/pen/apa/4074718974.html,,,Sep,17,2013,,,,
4631,menlo park,"available Oct.1, 2 bedroom unit",2500.0,2.0,4074712778,-122.170775,Peninsula,/pen/apa/4074712778.html,37.454338,1000.0,Sep,17,2013,060816125003000,06081,San Mateo,06081612500
4632,redwood city," Exclusive cottage in Emerald Hills, 600 sq.feet, luxury secluded loft",1800.0,1.0,4074711545,-122.296,Peninsula,/pen/apa/4074711545.html,37.4245,600.0,Sep,17,2013,060816134002023,06081,San Mateo,06081613400
4633,menlo park,"Beautiful Remodeled 3 br/2 bath House, Utilities INCLUDED!",5999.0,3.0,4013352351,-122.209076,Peninsula,/pen/apa/4013352351.html,37.433038,1600.0,Sep,17,2013,060816129002001,06081,San Mateo,06081612900
4634,redwood city,Duplex near Marsh Road coming soon,1900.0,2.0,4074699752,,Peninsula,/pen/apa/4074699752.html,,,Sep,17,2013,,,,
4635,palo alto,2 BR 1 BA Duplex downtown Palo Alto,4975.0,2.0,4043148343,-122.156875,Peninsula,/pen/apa/4043148343.html,37.444638,800.0,Sep,17,2013,060855113011008,06085,Santa Clara,06085511301
4636,palo alto,Nice 3b/ 2b house in Midtwon Palo Alto for rent -- $5480 / month,5480.0,3.0,4074687848,,Peninsula,/pen/apa/4074687848.html,,,Sep,17,2013,,,,
4637,daly city,2 bedroom and 1 bathroom rental,1200.0,2.0,4074681220,-122.46008300000001,Peninsula,/pen/apa/4074681220.html,37.687133,,Sep,17,2013,060816013004020,06081,San Mateo,06081601300
4638,coastside/pescadero,Redwood Serenity on Alpine Creek near La Honda,2950.0,3.0,4074679322,-122.265923,Peninsula,/pen/apa/4074679322.html,37.300446,2500.0,Sep,17,2013,060816138003037,06081,San Mateo,06081613800
4639,palo alto,"Sweet House 3bm/2.5ba, flexible for weekly or monthly, near Palo Alto ",3600.0,3.0,4074670602,,Peninsula,/pen/apa/4074670602.html,,1600.0,Sep,17,2013,,,,
4640,palo alto,* 3BR/2BA +Bonus Rm Bright & Charming Palo Alto Midtown(South) House*,4200.0,3.0,4074661797,-122.12747399999999,Peninsula,/pen/apa/4074661797.html,37.423639,1400.0,Sep,17,2013,060855109003014,06085,Santa Clara,06085510900
4641,daly city,Newly Remodeled Studio,1500.0,,4074246827,-122.47198300000001,Peninsula,/pen/apa/4074246827.html,37.692233,500.0,Sep,17,2013,060816012001017,06081,San Mateo,06081601200
4642,brisbane,Private and Quiet Townhouse  2BD/2BA,3000.0,2.0,4074246767,-122.40850900000001,Peninsula,/pen/apa/4074246767.html,37.691937,1437.0,Sep,17,2013,060816001001035,06081,San Mateo,06081600100
4643,pacifica,Sunny 1 Bedroom steps to the beach!,2104.0,1.0,4074213642,,Peninsula,/pen/apa/4074213642.html,,,Sep,17,2013,,,,
4644,foster city,Your Search Is Over....Water's Edge Is Perfect For You!!,2811.0,2.0,4052418186,-122.268176,Peninsula,/pen/apa/4052418186.html,37.566503999999995,1100.0,Sep,17,2013,060816082001000,06081,San Mateo,06081608200
4645,palo alto,Apartment in Best Location in Palo Alto,2950.0,1.0,4059572026,-122.139774,Peninsula,/pen/apa/4059572026.html,37.427239,840.0,Sep,17,2013,060855107001001,06085,Santa Clara,06085510700
4646,mountain view,"Ground floor, with attached garage! Available Mid October 2013!",2295.0,1.0,4074239386,,Peninsula,/pen/apa/4074239386.html,,,Sep,17,2013,,,,
4647,foster city,Lagoon Front,2811.0,2.0,4074214516,-122.268047,Peninsula,/pen/apa/4074214516.html,37.566674,1100.0,Sep,17,2013,060816082001000,06081,San Mateo,06081608200
4648,daly city,Awesome Two Bedroom Flat with Separated Bedrooms,3250.0,2.0,4074234445,-122.462405,Peninsula,/pen/apa/4074234445.html,37.70353,1183.0,Sep,17,2013,060816007003000,06081,San Mateo,06081600700
4649,mountain view,Stunning-All New HoneyMaple Wood Flooring-Stainless Steel Appliances,3895.0,3.0,4074233390,,Peninsula,/pen/apa/4074233390.html,,,Sep,17,2013,,,,
4650,mountain view,"Excellent Palo Alto border location, close to Stanford, Train & Shops ",1695.0,1.0,4074230101,-122.112931,Peninsula,/pen/apa/4074230101.html,37.406939,589.0,Sep,17,2013,060855094013000,06085,Santa Clara,06085509401
4651,mountain view,Great location! Walk to shopping! Available Early October!,1525.0,1.0,4074229170,,Peninsula,/pen/apa/4074229170.html,,,Sep,17,2013,,,,
4652,foster city,"Stainless steel appliances, energy efficient washer/dryer & More!",2886.0,2.0,4065089338,-122.2684,Peninsula,/pen/apa/4065089338.html,37.565287,1100.0,Sep,17,2013,060816080044022,06081,San Mateo,06081608004
4653,san mateo,"Washer & Dryer In Unit ** Fantastic, Convenient Location** ",1905.0,1.0,4073909295,-122.31043600000001,Peninsula,/pen/apa/4073909295.html,37.573846,646.0,Sep,17,2013,060816061001002,06081,San Mateo,06081606100
4654,palo alto,1 BR / 1 BA Available,1795.0,1.0,4073886288,-122.126985,Peninsula,/pen/apa/4073886288.html,37.413959000000006,,Sep,17,2013,060855106003000,06085,Santa Clara,06085510600
4655,san mateo,"READY FOR MOVE IN! GORGEOUS CONDO AVAILABLE NOW! 817 N. HUMBOLDT, #308",2750.0,2.0,4073901613,,Peninsula,/pen/apa/4073901613.html,,1204.0,Sep,17,2013,,,,
4656,san mateo,san  mateo  townhome for lease $2800,2800.0,2.0,4073900082,-122.337865,Peninsula,/pen/apa/4073900082.html,37.520253000000004,960.0,Sep,17,2013,060816068001013,06081,San Mateo,06081606800
4657,pacifica,Very Clean Linda Mar Rancher - OPEN WEDNESDAY 9/18 5:30-6:00 PM,2500.0,3.0,4073894216,-122.499555,Peninsula,/pen/apa/4073894216.html,37.592890999999995,1040.0,Sep,17,2013,060816032003005,06081,San Mateo,06081603200
4658,palo alto,Reduced Price 1 Bedroom Apartment - Ready for Move-in!,1695.0,,4073893534,-122.137378,Peninsula,/pen/apa/4073893534.html,37.454762,750.0,Sep,17,2013,060816121005009,06081,San Mateo,06081612100
4659,foster city,Your Search Is Over....Water's Edge Is Perfect For You!!,2811.0,2.0,4073893368,-122.26811200000002,Peninsula,/pen/apa/4073893368.html,37.566691,1100.0,Sep,17,2013,060816082001000,06081,San Mateo,06081608200
4660,daly city,"Trendy, Loft Style 1 Br, 2 Ba Coming Soon!  ",2575.0,1.0,4073849903,-122.46338300000001,Peninsula,/pen/apa/4073849903.html,37.682733,1118.0,Sep,17,2013,060816016011004,06081,San Mateo,06081601601
4661,palo alto,2BR/2BA All New! University Ave. w/Wash/Dryer,3650.0,2.0,4059457606,-122.155775,Peninsula,/pen/apa/4059457606.html,37.451838,1100.0,Sep,17,2013,060855112001024,06085,Santa Clara,06085511200
4662,menlo park,2BR/2.5BA Downtown Townhome: 2-Story-Hardwood...,3850.0,2.0,4031629119,-122.184276,Peninsula,/pen/apa/4031629119.html,37.445438,,Sep,17,2013,060816126004001,06081,San Mateo,06081612600
4663,palo alto,"3 Beds, 1.5 Baths on Huge Lot! Detached Cottage w/ Kithen & Bath ",4200.0,3.0,4073565325,,Peninsula,/pen/apa/4073565325.html,,1250.0,Sep,17,2013,,,,
4664,menlo park,Available now,1350.0,1.0,4073558953,-122.14468899999999,Peninsula,/pen/apa/4073558953.html,37.459724,,Sep,17,2013,060816121004004,06081,San Mateo,06081612100
4665,belmont,3 Bed 2 Bath!,3500.0,3.0,4073525003,,Peninsula,/pen/apa/4073525003.html,,,Sep,17,2013,,,,
4666,mountain view,The Perfect Home! Available Early October,1795.0,1.0,4073554484,-122.25,Peninsula,/pen/apa/4073554484.html,37.5,,Sep,17,2013,060816091002041,06081,San Mateo,06081609100
4667,palo alto,"Large Studio near Stanford! Onsite pool, laundry, and bike room!",1645.0,,4073499831,-122.134495,Peninsula,/pen/apa/4073499831.html,37.417277,480.0,Sep,17,2013,060855106001000,06085,Santa Clara,06085510600
4668,san bruno,Full House amenities at Apartment price - Utilities included,1250.0,1.0,4073487251,-122.414217,Peninsula,/pen/apa/4073487251.html,37.615659,800.0,Sep,17,2013,060816039003000,06081,San Mateo,06081603900
4669,south san francisco,$1380  1 bedroom in-law in south san francisco,1380.0,1.0,4073520104,,Peninsula,/pen/apa/4073520104.html,,,Sep,17,2013,,,,
4670,mountain view,We invite you to be apart of this One Of a Kind Community!,2260.0,1.0,4073502701,-122.101303,Peninsula,/pen/apa/4073502701.html,37.396907,800.0,Sep,17,2013,060855094043007,06085,Santa Clara,06085509404
4671,foster city,Your Search Is Over....Water's Edge Is Perfect For You!!,2811.0,2.0,4067825722,,Peninsula,/pen/apa/4067825722.html,,1100.0,Sep,17,2013,,,,
4672,atherton,Charming Atherton Cottage - Won't Last Long,2900.0,1.0,4073530341,,Peninsula,/pen/apa/4073530341.html,,1000.0,Sep,17,2013,,,,
4673,foster city,Newly Renovated Apartment Homes.  $2889 ,2800.0,2.0,4073524091,,Peninsula,/pen/apa/4073524091.html,,1100.0,Sep,17,2013,,,,
4674,san mateo,Walk to Caltrains /Renovated 1 bedroom with balcony,1950.0,1.0,4073519892,,Peninsula,/pen/apa/4073519892.html,,700.0,Sep,17,2013,,,,
4675,san bruno,NEW RENTAL Fleetwood Dr. $2150/mo,2150.0,2.0,4061559201,-122.46218400000001,Peninsula,/pen/apa/4061559201.html,37.638835,,Sep,17,2013,060816037001013,06081,San Mateo,06081603700
4676,palo alto,"Beautiful Studio - 11 Minutes by Bike to Stanford University, Pets OK!",1745.0,,4066101360,,Peninsula,/pen/apa/4066101360.html,,400.0,Sep,17,2013,,,,
4677,mountain view,GARDEN SETTING/SEPT MOVE-IN!!,1625.0,1.0,4045494852,-122.095873,Peninsula,/pen/apa/4045494852.html,37.392540000000004,,Sep,17,2013,060855095002009,06085,Santa Clara,06085509500
4678,south san francisco,Santa Barbara- SHOWN 9/17 @4:30 New Paint & Carpet,1995.0,2.0,4073111837,-122.46303200000001,Peninsula,/pen/apa/4073111837.html,37.701524,,Sep,17,2013,060816006001001,06081,San Mateo,06081600600
4679,san mateo,"Hardwood Floors, Corner Unit with lots of Windows!!! Move in October",2600.0,2.0,4073095864,-122.32850800000001,Peninsula,/pen/apa/4073095864.html,37.561209000000005,840.0,Sep,17,2013,060816064004002,06081,San Mateo,06081606400
4680,redwood city,***Brand New 2bd/2.5 ba Townhouse**,3690.0,2.0,4073153857,-122.223923,Peninsula,/pen/apa/4073153857.html,37.495451,1550.0,Sep,17,2013,060816103021018,06081,San Mateo,06081610302
4681,HILLSBOROUGH,PLEASE CALL FOR A PRIVATE TOUR!! MEDITERRANEAN VILLA,11800.0,5.0,4041508372,,Peninsula,/pen/apa/4041508372.html,,,Sep,17,2013,,,,
4682,foster city,Downstairs facing Water,1945.0,1.0,4073165213,-122.27108,Peninsula,/pen/apa/4073165213.html,37.55855,830.0,Sep,17,2013,060816080041000,06081,San Mateo,06081608004
4683,foster city,$2650 w $600 deposit on this everything new Townhome in Lovely F City!,2650.0,2.0,4073165126,-122.26154299999999,Peninsula,/pen/apa/4073165126.html,37.555698,1020.0,Sep,17,2013,060816080041006,06081,San Mateo,06081608004
4684,mountain view," Sunny downtown. Remod. All HARDWOOD, gas stove. Pool. Carprt+2nd/stg",1895.0,1.0,4073159118,-122.084198,Peninsula,/pen/apa/4073159118.html,37.387004,,Sep,17,2013,060855096002013,06085,Santa Clara,06085509600
4685,mountain view,Town Home with 2 car garage...Walk to Train & San Antonio Center,3500.0,2.0,4010970565,,Peninsula,/pen/apa/4010970565.html,,1080.0,Sep,17,2013,,,,
4686,belmont,Newly Renovated 2bd/2ba w/pool,2550.0,2.0,4072440442,-122.299679,Peninsula,/pen/apa/4072440442.html,37.509837,,Sep,16,2013,060816089003011,06081,San Mateo,06081608900
4687,south san francisco,SSF HOUSE,3600.0,4.0,4061597056,-122.44141100000002,Peninsula,/pen/apa/4061597056.html,37.636386,1900.0,Sep,16,2013,060816025003006,06081,San Mateo,06081602500
4688,belmont,Newly Revnovated 2bd/1ba w/pool,2395.0,2.0,4072439664,-122.299679,Peninsula,/pen/apa/4072439664.html,37.509837,,Sep,16,2013,060816089003011,06081,San Mateo,06081608900
4689,south san francisco,Desirable Chestnut Estates - Available ,3500.0,5.0,4072435725,-122.429579,Peninsula,/pen/apa/4072435725.html,37.663169,2350.0,Sep,16,2013,060816019012003,06081,San Mateo,06081601901
4690,woodside,Beautiful Woodside Home on 40+ Acres,3950.0,4.0,4044955573,-122.261159,Peninsula,/pen/apa/4044955573.html,37.359311,2000.0,Sep,16,2013,060816134003046,06081,San Mateo,06081613400
4691,half moon bay,Spacious in-law available early October,1895.0,1.0,4072412330,-122.43800300000001,Peninsula,/pen/apa/4072412330.html,37.475514000000004,900.0,Sep,16,2013,060816135012065,06081,San Mateo,06081613501
4692,daly city,2 bed/1 bath unit available in perfect location,1600.0,2.0,4072397133,-122.46568300000001,Peninsula,/pen/apa/4072397133.html,37.693832,,Sep,16,2013,060816006001011,06081,San Mateo,06081600600
4693,san mateo,"Parking, Parks and Restaurants!",2832.0,1.0,4072394000,-122.342481,Peninsula,/pen/apa/4072394000.html,37.566435999999996,809.0,Sep,16,2013,060816058002007,06081,San Mateo,06081605800
4694,foster city,Three Bedroom Two Bath Unit,3000.0,3.0,4059805689,-122.27,Peninsula,/pen/apa/4059805689.html,37.5538,,Sep,16,2013,060816080021000,06081,San Mateo,06081608002
4695,half moon bay,RE:  - $1900 / 1br - 1000ft² - Large 1 Bedroom Ocean View $1900 (half ,,,4072361175,,Peninsula,/pen/apa/4072361175.html,,,Sep,16,2013,,,,
4696,mountain view,LargeApt/Great Nbrhd/Granite Ctrs/Streams/Pools/Spa/Fitness/FREE WiFi,3395.0,3.0,4072215329,,Peninsula,/pen/apa/4072215329.html,,1305.0,Sep,16,2013,,,,
4697,east palo alto,"Two bedroom, One bath READY NOW! Come and See!!!",1877.0,2.0,4075746761,-122.136774,Peninsula,/pen/apa/4075746761.html,37.454438,813.0,Sep,18,2013,060816121005009,06081,San Mateo,06081612100
4698,mountain view,Excellent Buliding Excellent Location Excellent Residents,2275.0,2.0,4046151792,-122.06734399999999,Peninsula,/pen/apa/4046151792.html,37.402011,890.0,Sep,18,2013,060855091082002,06085,Santa Clara,06085509108
4699,burlingame,520 SqFt Convenient Studio for Someone On the Go ,1885.0,,4075810309,-122.359378,Peninsula,/pen/apa/4075810309.html,37.58647,520.0,Sep,18,2013,060816054005021,06081,San Mateo,06081605400
4700,mountain view,"Exquisite courtyard. Beautiful, lush garden views. Flowers and trees.",2595.0,2.0,4075810131,,Peninsula,/pen/apa/4075810131.html,,,Sep,18,2013,,,,
4701,palo alto,Smart and Spacious 2bd 2 full baths- Energy efficient- 4'x4' storage,3685.0,2.0,4075810038,-122.127424,Peninsula,/pen/apa/4075810038.html,37.432099,980.0,Sep,18,2013,060855109002000,06085,Santa Clara,06085510900
