neighborhood,title,price,bedrooms,pid,longitude,date,link,latitude,sqft,sourcepage
 (lower nob hill),Open House 9/5 5:30-6:30 great studio - ALL Utilites Included $1550,$1550,   / 500ft² -    ,4046537229,-122.413728,Sep  4 2013,/sfc/apa/4046537229.html,37.789529,   / 500ft² -    ,http://sfbay.craigslist.org/sfc/apa/
 (lower pac hts),"Incredible, Unique & Modern Apartment!  IN UNIT LAUNDRY! ",$4795,   / 2br -    ,4046490759,-122.436874,Sep  4 2013,/sfc/apa/4046490759.html,37.784673,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/
 (pacific heights),"Remodeled, Luxurious Flat in Pacific Heights",$5980,   / 3br -    ,4046522152,-122.443753,Sep  4 2013,/sfc/apa/4046522152.html,37.787647,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/
 (ingleside / SFSU / CCSF),"Spacious remodeled house w/ easy transp to ccsf, sfsu (Available Now)",$3000,   / 3br - 1500ft² -    ,4025724908,-122.469363,Sep  4 2013,/sfc/apa/4025724908.html,37.711614,   / 3br - 1500ft² -    ,http://sfbay.craigslist.org/sfc/apa/
 (lower pac hts),"In Unit Laundry, Storage, Pet Friendly & Brand Spanking New! ",$3895,   / 2br -    ,4046492248,-122.436874,Sep  4 2013,/sfc/apa/4046492248.html,37.784673,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/
 (north beach / telegraph hill),Outstanding Furnished 2BR/ 2BA Condo with Amazing Amenities ,$6500,   / 2br -    ,4045693293,,Sep  4 2013,/sfc/apa/4045693293.html,,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (pacific heights),Fresh and Remodeled Apt. w/ Granite Counters and Parking Available!,$2695,   / 1br -    ,4045697318,-122.424694,Sep  4 2013,/sfc/apa/4045697318.html,37.793726,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (lower nob hill),Beautifully Remodeled Studio w/ Granite Counters & Hardwood!,$1995,      ,4045706057,-122.414995,Sep  4 2013,/sfc/apa/4045706057.html,37.787454,      ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (lower nob hill),Two Bedroom Apartment with Patio! #4,$3150,   / 2br -    ,4045710558,-122.414694,Sep  4 2013,/sfc/apa/4045710558.html,37.787493,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (lower pac hts),Beautiful One Bedroom! Pet Friendly! #8,$2395,   / 1br -    ,4045718110,-122.424418,Sep  4 2013,/sfc/apa/4045718110.html,37.789122,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (pacific heights),Exceptional Top Floor Pac Heights 2/2 Of 1100 Square Feet. *Sept 20*,$4680,   / 2br - 1100ft² -    ,4045723526,-122.426514,Sep  4 2013,/sfc/apa/4045723526.html,37.794398,   / 2br - 1100ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (SOMA / south beach),Tree Lined Jr One Bedroom with views of the Ballpark next to Caltrains,$2850,   / 1br -    ,4045718913,-122.391841,Sep  4 2013,/sfc/apa/4045718913.html,37.778126,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (noe valley),Custom 2bd/2ba renovation in prime Noe Valley location!,$4695,   / 2br -    ,4006767220,-122.429591,Sep  4 2013,/sfc/apa/4006767220.html,37.750897,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (sunset / parkside),"Near shopping, MUNI, & easy access to 280/101",$2550,   / 2br -    ,4046110036,-122.480759,Sep  4 2013,/sfc/apa/4046110036.html,37.754051,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (nob hill),Renovated Charming Apartment with Sunny Spacious Patio,$2750,   / 1br - 700ft² -    ,4046062377,,Sep  4 2013,/sfc/apa/4046062377.html,,   / 1br - 700ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (inner richmond),Spacious Two Large Bedroom Flat with hardwood floors,$2800,   / 2br -    ,4038184290,,Sep  4 2013,/sfc/apa/4038184290.html,,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (marina / cow hollow),"Large, top floor Studio,short walk to Chestnut St Shops & Crissy Field",$2695,   / 560ft² -    ,4046096686,-122.442899,Sep  4 2013,/sfc/apa/4046096686.html,37.800926,   / 560ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (mission district),Mission Dolores Studio,$1895,      ,4046090662,-122.423768,Sep  4 2013,/sfc/apa/4046090662.html,37.761240,      ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (north beach / telegraph hill),Just Renovated!  Super Nice.  OPEN Wed 5pm,$2695,   / 1br -    ,4018438827,-122.403711,Sep  3 2013,/sfc/apa/4018438827.html,37.797468,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (Candlestick),"A Favorite Floorplan, Unit 317 is Available with a 13 month Lease!",$3361,   / 2br - 1667ft² -    ,4043921993,-122.392609,Sep  3 2013,/sfc/apa/4043921993.html,37.711272,   / 2br - 1667ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (pacific heights),All Inclusive ~ STUDIOS & 2bds ~ COMING SOON !!,$2724,      ,4043830407,-122.424207,Sep  3 2013,/sfc/apa/4043830407.html,37.791982,      ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (alamo square / nopa),"Fantastic Studio with wood floors, 2 blocks from Alamo Square!",$1950,      ,4025133594,-122.436885,Sep  3 2013,/sfc/apa/4025133594.html,37.778938,      ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (pacific heights),"9TH FL - Rent + Water, Garbage, Steam Heat & Garage Parking Spot!",$6500,   / 2br - 1400ft² -    ,4043914073,-122.429313,Sep  3 2013,/sfc/apa/4043914073.html,37.792234,   / 2br - 1400ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (lower pac hts),Call this modern studio yours before someone else does. W/D in-unit,$2849,   / 567ft² -    ,4043900742,,Sep  3 2013,/sfc/apa/4043900742.html,,   / 567ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (marina / cow hollow),Two Bedroom Marina Upper Flat 5 Star Marina Location Parking Included,$5750,   / 2br -    ,3999324519,-122.437300,Sep  3 2013,/sfc/apa/3999324519.html,37.800684,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (richmond / seacliff),Large 2BR/1 BA with Parking,$2650,   / 2br - 1000ft² -    ,4034302514,-122.479577,Sep  3 2013,/sfc/apa/4034302514.html,37.783098,   / 2br - 1000ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (alamo square / nopa),"Sunny 1 bed / 1 bath W: hrdwd flrs, eat-in ktch, wlk-in clst",$2195,   / 1br -    ,4044403030,-122.437000,Sep  3 2013,/sfc/apa/4044403030.html,37.776051,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (SOMA / south beach),Large 1200+ sq. ft. 1 Bedroom Condo w/ Amenities ~ J.Wavro,$4200,   / 1br -    ,4044434978,-122.407871,Sep  3 2013,/sfc/apa/4044434978.html,37.782751,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (SOMA / south beach),SOMA Condo w/ Parking & Storage,$5400,   / 2br - 1089ft² -    ,4044433851,-122.398977,Sep  3 2013,/sfc/apa/4044433851.html,37.786209,   / 2br - 1089ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (SOMA / south beach),Spacious live/work loft-Rentals In SF,$4395,   / 2br -    ,4044420565,-122.406876,Sep  3 2013,/sfc/apa/4044420565.html,37.775976,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (SOMA / south beach),Luxury Corner Unit 1-Bedroom (Fully Furnished),$3600,   / 1br - 837ft² -    ,4035760350,-122.399197,Sep  3 2013,/sfc/apa/4035760350.html,37.786555,   / 1br - 837ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (SOMA / south beach),2/2 Bath Condo w/ Balcony in Doorman Bldg ~ J.Wavro,$5500,   / 2br -    ,4044430911,-122.389846,Sep  3 2013,/sfc/apa/4044430911.html,37.783609,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (SOMA / south beach),Radiance View Penthouse with 1250sf private deck ~ J.Wavro,$9500,   / 2br -    ,4044635996,-122.419420,Sep  3 2013,/sfc/apa/4044635996.html,37.774930,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (SOMA / south beach),Open House Monday (9/2) 6pm Sharp! Palms 2/2. Pet ok. Parking ~ J.Wavr,$3995,   / 2br -    ,4044629340,-122.396531,Sep  3 2013,/sfc/apa/4044629340.html,37.778327,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (pacific heights),"Amazing two-level, 4 bedroom flat - 2 parking ~ J.Wavro",$11000,   / 4br -    ,4044625798,-122.431263,Sep  3 2013,/sfc/apa/4044625798.html,37.792889,   / 4br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (lower pac hts),What are you waiting for? Call today,$3916,   / 2br - 925ft² -    ,4044622994,,Sep  3 2013,/sfc/apa/4044622994.html,,   / 2br - 925ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (financial district),Life at the Millenium - Luxury 1bd/2ba ~ J.Wavro,$8000,   / 1br -    ,4044622310,-122.395813,Sep  3 2013,/sfc/apa/4044622310.html,37.791153,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (SOMA / south beach),Luxury One Rincon 2 bed/2 bath Condo with breath taking views,$6750,   / 2br - 1309ft² -    ,4044621277,-122.392767,Sep  3 2013,/sfc/apa/4044621277.html,37.785933,   / 2br - 1309ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (lower pac hts),*** 3 bed HOME in PERFECT LOCATION,$5200,   / 3br -    ,4044608125,-122.446033,Sep  3 2013,/sfc/apa/4044608125.html,37.783509,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (inner richmond),3 bedroom 1 bath(duplex flat),$3200,   / 3br -    ,4044975293,,Sep  3 2013,/sfc/apa/4044975293.html,,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (north beach / telegraph hill),Beautifully Renovated & Furnished 3 Bed/ 2 Bath - Parking ,$7000,   / 3br - 1325ft² -    ,4022702006,-122.409749,Sep  3 2013,/sfc/apa/4022702006.html,37.803237,   / 3br - 1325ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (north beach / telegraph hill),Stunning Renovated Top Floor 3 Bed / 3 Bath - Parking,$8500,   / 3br - 1450ft² -    ,4022789655,-122.409749,Sep  3 2013,/sfc/apa/4022789655.html,37.803237,   / 3br - 1450ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (north beach / telegraph hill),Just Renovated Two Level Condo 3 Bed / 3 Bath - Parking,$7500,   / 3br - 1400ft² -    ,4022838296,-122.409749,Sep  3 2013,/sfc/apa/4022838296.html,37.803237,   / 3br - 1400ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (mission district),2044 Mission St. apt.2,$1000,      ,4044964992,-122.419560,Sep  3 2013,/sfc/apa/4044964992.html,37.764422,      ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (north beach / telegraph hill),TelHill & Bay views,$2900,   / 1br - 560ft² -    ,4044960643,-122.407956,Sep  3 2013,/sfc/apa/4044960643.html,37.802505,   / 1br - 560ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (ingleside / SFSU / CCSF),"Corner Two-Bedrooms, Available This Month!",$3535,   / 2br - 1190ft² -    ,4044146212,,Sep  3 2013,/sfc/apa/4044146212.html,,   / 2br - 1190ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (bernal heights),"Architect Designed Victorian,luxury & style ",$3950,   / 2br - 650ft² -    ,3980998663,-122.419280,Sep  3 2013,/sfc/apa/3980998663.html,37.739580,   / 2br - 650ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (richmond / seacliff),Exquisite 3 Story House with Yard & Parking ~ J.Wavro,$7250,   / 5br -    ,4044194264,-122.483255,Sep  3 2013,/sfc/apa/4044194264.html,37.774486,   / 5br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (marina / cow hollow),OpenHouse Wed 6-7pm-2 units avail-top floor - hardwood floors - bright,$4000,   / 2br -    ,4036659022,-122.426920,Sep  3 2013,/sfc/apa/4036659022.html,37.797170,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (SOMA / south beach),Super Studio Available Sept 25th. ,$3147,   / 545ft² -    ,4044186530,,Sep  3 2013,/sfc/apa/4044186530.html,,   / 545ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (marina / cow hollow),#158 Cozy Apartment near Presidio Park (Int'l Executive Relocation),$3000,      ,4044163726,-122.447303,Sep  3 2013,/sfc/apa/4044163726.html,37.798459,      ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (russian hill),#196 Contemporary 1BR (Int'l Executive Relocation) Furnished,$4000,   / 1br -    ,4044164959,-122.418953,Sep  3 2013,/sfc/apa/4044164959.html,37.798727,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (noe valley),Floor to Ceiling Windows with Panoramic View of the City!,$2595,   / 1br -    ,4043699775,,Sep  3 2013,/sfc/apa/4043699775.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (SOMA / south beach),235 Berry Street,$6950,   / 3br -    ,4043580631,-122.395577,Sep  3 2013,/sfc/apa/4043580631.html,37.774031,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (mission district),"Spacious 1x1 and studio apartments upcoming! Pool, BART/ Muni",$1999,   / 1br -    ,4043693702,,Sep  3 2013,/sfc/apa/4043693702.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (castro / upper market),997 14th Street | Open Wed 9/4 6:30-7p ,$2700,   / 1br -    ,4029362861,-122.435579,Sep  3 2013,/sfc/apa/4029362861.html,37.767331,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (cole valley / ashbury hts),Beautiful 3BR/2.5BA Overlooking the Bay ,$5450,   / 3br -    ,4043541897,-122.444500,Sep  3 2013,/sfc/apa/4043541897.html,37.763908,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (SOMA / south beach),Junior 1BR/Studio in the Infinity,$2995,      ,4043695595,,Sep  3 2013,/sfc/apa/4043695595.html,,      ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (mission district),"Remodeled, Upgraded Condo For Rent in Heart of Mission District",$3900,   / 2br -    ,4005500391,-122.410674,Sep  3 2013,/sfc/apa/4005500391.html,37.764344,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (ingleside / SFSU / CCSF),"Near Public Transportation, Easy Access to Rte 280, 101, 1 and 35",$3578,   / 3br - 1260ft² -    ,4043340652,,Sep  3 2013,/sfc/apa/4043340652.html,,   / 3br - 1260ft² -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (Chinatown),1 Bedroom Apartment - Open 9/7 Saturday 1-3PM,$1800,   / 1br - 370ft² -    ,4013253868,-122.405143,Sep  3 2013,/sfc/apa/4013253868.html,37.796211,   / 1br - 370ft² -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (downtown / civic / van ness),Charming Studio,$1050,      ,4034853744,-122.415805,Sep  3 2013,/sfc/apa/4034853744.html,37.782858,      ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (marina / cow hollow),Remodeled 1bd/1bth with Views & Parking!,$3600,   / 1br -    ,4036395384,-122.442210,Sep  3 2013,/sfc/apa/4036395384.html,37.805786,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (richmond / seacliff),"Cozy studio, hardwood floors, tall ceilings, new applicances",$1395,      ,4023335584,,Sep  3 2013,/sfc/apa/4023335584.html,,      ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (pacific heights),"Best PacHts. Sunny,TopFlr. Huge View, 2br/1ba.Prkg. Elevtr. Pvt. deck",$4750,   / 2br - 1000ft² -    ,3998425984,-122.444656,Sep  3 2013,/sfc/apa/3998425984.html,37.792088,   / 2br - 1000ft² -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (pacific heights),"Top Pac.Hts.@ Laf. park. Brite, vu remod. apt. hdwd. Dinerm. Firepl. ",$4250,   / 1br - 930ft² -    ,4027479824,-122.429447,Sep  3 2013,/sfc/apa/4027479824.html,37.792217,   / 1br - 930ft² -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (excelsior / outer mission),HOUSE FOR RENT,$2700,   / 3br - 1000ft² -    ,4046501994,-122.434750,Sep  4 2013,/sfc/apa/4046501994.html,37.719047,   / 3br - 1000ft² -    ,http://sfbay.craigslist.org/sfc/apa/
 (downtown / civic / van ness),NEMA - Brand New Luxury Apartments - Now Leasing!,$4744,   / 2br - 969ft² -    ,4046448464,-122.417182,Sep  4 2013,/sfc/apa/4046448464.html,37.776287,   / 2br - 969ft² -    ,http://sfbay.craigslist.org/sfc/apa/
 (pacific heights),"Remodeled, Luxurious Flat in Pacific Heights",$5780,   / 3br -    ,4046497018,-122.443753,Sep  4 2013,/sfc/apa/4046497018.html,37.787647,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/
 (inner sunset / UCSF),...Quite building...great location,$1950,   / 1br - 735ft² -    ,4046494808,-122.466725,Sep  4 2013,/sfc/apa/4046494808.html,37.754592,   / 1br - 735ft² -    ,http://sfbay.craigslist.org/sfc/apa/
 (pacific heights),"Remodeled, cozy one bedroom in Pacific Heights",$2800,   / 1br -    ,4046487038,-122.443753,Sep  4 2013,/sfc/apa/4046487038.html,37.787647,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/
 (mission district),1850 one bedroom,$1850,   / 1br - 300ft² -    ,4046476249,-122.414674,Sep  4 2013,/sfc/apa/4046476249.html,37.752470,   / 1br - 300ft² -    ,http://sfbay.craigslist.org/sfc/apa/
 (lower haight),Top Floor 1 Bedroom,$2000,   / 1br -    ,4046472208,-122.430510,Sep  4 2013,/sfc/apa/4046472208.html,37.772469,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/
 (laurel hts / presidio),Beautiful Views at the Presidio Landmark! 2X2 ready to see!,$6020,   / 2br - 1500ft² -    ,4045713417,-122.474653,Sep  4 2013,/sfc/apa/4045713417.html,37.788607,   / 2br - 1500ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (SOMA / south beach),Open House Daily! Furnished JR 1BR-Amazing Furnished Apartments-,$2484,   / 1br -    ,4035554704,,Sep  4 2013,/sfc/apa/4035554704.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (SOMA / south beach),"Stylish Top Floor South Beach Condo, Parking, Near AT&T Park",$3300,   / 1br - 706ft² -    ,4045690660,-122.390528,Sep  4 2013,/sfc/apa/4045690660.html,37.780772,   / 1br - 706ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (lower nob hill),Pet Friendly Studio with Sleeping Loft in Lower Nob Hill! #304,$1925,      ,4045688297,-122.415688,Sep  4 2013,/sfc/apa/4045688297.html,37.788324,      ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (downtown / civic / van ness),Newly Remodeled Studio! #504,$1925,      ,4045685980,-122.415999,Sep  4 2013,/sfc/apa/4045685980.html,37.784087,      ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (ingleside / SFSU / CCSF),Modern town house in a quiet gated community,$3800,   / 4br - 1850ft² -    ,4045698221,-122.460787,Sep  4 2013,/sfc/apa/4045698221.html,37.726066,   / 4br - 1850ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (haight ashbury),LARGE ONE BEDROOM ,$2450,   / 1br -    ,4046079626,-122.441300,Sep  4 2013,/sfc/apa/4046079626.html,37.771200,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (ingleside / SFSU / CCSF),1 Bed/ 1 Bath Newly Renovated In-Law Unit w/Parking Space,$1350,   / 1br -    ,4046078385,-122.458802,Sep  4 2013,/sfc/apa/4046078385.html,37.708467,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (lower nob hill),LARGE REMODELED GARDEN STUDIO,$1675,      ,4046059476,-122.415247,Sep  4 2013,/sfc/apa/4046059476.html,37.787640,      ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (haight ashbury),"*OPEN HOUSE WED, 9/4 @6:30-7:00 *1BLK FROM HAIGHT BUS STOP BNA VSTA PK",$2850,   / 1br -    ,4046073327,-122.442423,Sep  4 2013,/sfc/apa/4046073327.html,37.771541,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (lower nob hill),LARGE REMODELED GARDEN STUDIO,$1675,      ,4046061213,-122.415354,Sep  4 2013,/sfc/apa/4046061213.html,37.788556,      ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (Candlestick Point),Bright Spacious Condo w/ 2 Deeded Parking,$2595,   / 2br - 1337ft² -    ,4046069088,-122.419195,Sep  4 2013,/sfc/apa/4046069088.html,37.735019,   / 2br - 1337ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (sunset / parkside),"2 Bedroom 1 bathroom apmt unit, newly remodeled",$2800,   / 2br -    ,4046051786,,Sep  4 2013,/sfc/apa/4046051786.html,,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (richmond / seacliff),Remodeled 5 Bd/3bth Home w/Beautiful Bridge View!,$14500,   / 5br -    ,4043592008,-122.490561,Sep  3 2013,/sfc/apa/4043592008.html,37.786283,   / 5br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (financial district),"Lease Today, Underground Parking, Roof Top Terraces, Pets OK",$3290,   / 1br - 655ft² -    ,4043879188,-122.392314,Sep  3 2013,/sfc/apa/4043879188.html,37.791474,   / 1br - 655ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (lower pac hts),Bright & Beautiful Top Floor 2Br/2Ba Penthouse w/ Amazing Views,$3850,   / 2br - 875ft² -    ,4043682548,-122.431183,Sep  3 2013,/sfc/apa/4043682548.html,37.784460,   / 2br - 875ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (north beach / telegraph hill),"*** 1 Bedroom with Fireplace, Swimming pool, PARKING INCLUDED ***",$2700,   / 1br -    ,4043878425,-122.406590,Sep  3 2013,/sfc/apa/4043878425.html,37.798852,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (sunset / parkside),"GORGEOUS, MUST SEE 3 BED/2 BATH SUNSET HOME!!!",$3250,   / 3br -    ,4043870115,,Sep  3 2013,/sfc/apa/4043870115.html,,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (richmond / seacliff),"GORGEOUS, MUST SEE 2 BED/1 BATH W/PARKING!!!",$2600,   / 2br -    ,4043860324,,Sep  3 2013,/sfc/apa/4043860324.html,,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (downtown / civic / van ness),"Quiet OperaPlaza Unit, TV Wireless Internet, Pool,Spa,Sauna,Gym",$2700,   / 1br -    ,4043840151,,Sep  3 2013,/sfc/apa/4043840151.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (nob hill),Large Classic Doorman Bldg w VIEWS! ~ J.Wavro,$4950,   / 1br -    ,4044426061,-122.414470,Sep  3 2013,/sfc/apa/4044426061.html,37.793223,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (SOMA / south beach),Designer Warehouse Loft - Large 1 bed 1 bath ~ J.Wavro,$4800,   / 1br -    ,4044422409,-122.407871,Sep  3 2013,/sfc/apa/4044422409.html,37.782751,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (USF / panhandle),"Loveley 2 bed / 1bath w: chry hrdwd flrs, dsgnr pnt, stnsl stl appl",$3095,   / 2br -    ,4044398433,-122.443221,Sep  3 2013,/sfc/apa/4044398433.html,37.776666,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (SOMA / south beach),Soma Grand-City Skyline and Bay Views! ~ J.Wavro,$4195,   / 2br -    ,4044413792,-122.413158,Sep  3 2013,/sfc/apa/4044413792.html,37.777457,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (SOMA / south beach),BRAND NEW LUXURY CONDO 3BR/2BA above popular SOMA restaurant & cafe!,$6300,   / 3br - 1300ft² -    ,4038165945,-122.405615,Sep  3 2013,/sfc/apa/4038165945.html,37.778505,   / 3br - 1300ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (russian hill),"Chestnut/Larkin, HW floors,small garden ",$4295,   / 2br - 1500ft² -    ,4044412288,-122.429194,Sep  3 2013,/sfc/apa/4044412288.html,37.785979,   / 2br - 1500ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (marina / cow hollow),Furnished Luxury Apartment....2 Bedroom / 2 Bathroom w/ W/D & parking,$7250,   / 2br - 1400ft² -    ,4044408181,-122.434200,Sep  3 2013,/sfc/apa/4044408181.html,37.799900,   / 2br - 1400ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (excelsior / outer mission),全新楼下两房一厅,$1500,   / 2br - 800ft² -    ,4044619575,-122.440402,Sep  3 2013,/sfc/apa/4044619575.html,37.712169,   / 2br - 800ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (russian hill),1 bedroom with great views - doorman building ~ J.Wavro,$4300,   / 1br -    ,4044618885,-122.415572,Sep  3 2013,/sfc/apa/4044618885.html,37.798680,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (lower nob hill),BEAUTIFUL RENOVATED STUDIO! CALL TODAY!,$2195,      ,4044470311,-122.413425,Sep  3 2013,/sfc/apa/4044470311.html,37.788018,      ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (north beach / telegraph hill),Unobstructed Golden Gate Bridge and Bay views! ~ J.Wavro,$8750,   / 3br -    ,4044615892,-122.409749,Sep  3 2013,/sfc/apa/4044615892.html,37.803237,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (financial district),Ritz Carlton - Spacious City Residence - 2 bed 2.5 bath ~ J.Wavro,$10000,   / 2br -    ,4044612829,-122.444563,Sep  3 2013,/sfc/apa/4044612829.html,37.758330,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (marina / cow hollow),Pacific Heights Spacious 2+br Victorian Flat ~ J.Wavro,$6500,   / 2br -    ,4044609852,-122.428538,Sep  3 2013,/sfc/apa/4044609852.html,37.796063,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (mission district),Studio Apartment for Rent - Great Location!,$1700,      ,4044966653,-122.421518,Sep  3 2013,/sfc/apa/4044966653.html,37.753660,      ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (ingleside / SFSU / CCSF),Furnished Luxury Apartment within Walking Distance to Whole Foods Mark,$5200,   / 3br - 1500ft² -    ,4044961119,-122.456145,Sep  3 2013,/sfc/apa/4044961119.html,37.722762,   / 3br - 1500ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (SOMA / south beach),Luxury 1-BR+ Condo + Parking For Rent,$3700,   / 1br -    ,4026049337,-122.393921,Sep  3 2013,/sfc/apa/4026049337.html,37.786852,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (SOMA / south beach),Watermark unique loft,$2600,   / 1br -    ,4044958863,-122.389637,Sep  3 2013,/sfc/apa/4044958863.html,37.786224,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
