SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,GQESTIMATES2016,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016
050,4,9,41,065,Oregon,Wasco County,25213,25211,25268,25247,25470,25458,25490,25753,26115,57,-21,223,-12,32,263,362,83,269,302,298,316,299,312,43,309,303,304,326,288,276,40,-40,-1,-6,-10,11,36,2,15,4,7,13,14,15,21,0,220,-24,15,206,311,23,15,224,-17,28,220,326,-6,4,0,11,14,32,0,741,741,741,741,741,741,741,741,10.650301891,11.90922176,11.702796104,12.404804899,11.669886619,12.030539061,12.233989904,11.948656269,11.938422872,12.797362016,11.240559686,10.642399938,-1.583688013,-0.039434509,-0.235626767,-0.392557117,0.4293269325,1.3881391224,0.593883005,0.1577380366,0.2748978951,0.5103242522,0.5464160959,0.578391301,0,8.6755920106,-0.942507069,0.5888356756,8.0401225533,11.991979641,0.593883005,8.8333300471,-0.667609174,1.0991599278,8.5865386492,12.570370942
050,4,9,41,067,Oregon,Washington County,529710,529872,531662,539649,547639,555089,562176,572759,582779,1790,7987,7990,7450,7087,10583,10020,1869,7104,7245,7194,7086,7128,7181,661,2858,3069,3074,3177,3295,3405,1208,4246,4176,4120,3909,3833,3776,384,1501,1569,1521,1735,1830,1773,227,2161,2265,1614,1461,4533,4445,611,3662,3834,3135,3196,6363,6218,-29,79,-20,195,-18,387,26,6788,6789,6739,6777,7097,6965,7001,7003,13.262255311,13.326735879,13.047641848,12.684546638,12.561071779,12.428842669,5.3355188176,5.6452384281,5.5752642537,5.6871019857,5.8064999317,5.8933587645,7.9267364939,7.6814974505,7.4723775945,6.9974446528,6.7545718477,6.5354839045,2.8021741586,2.8860798611,2.7586131848,3.1057985348,3.2248542868,3.0687004668,4.0343093649,4.1663294362,2.9272857858,2.6153150774,7.9881226678,7.6933861111,6.8364835235,7.0524092973,5.6858989706,5.7211136123,11.212976955,10.762086578
050,4,9,41,069,Oregon,Wheeler County,1441,1439,1445,1416,1420,1387,1365,1349,1344,6,-29,4,-33,-22,-16,-5,4,9,9,8,13,10,9,5,20,28,15,16,15,17,-1,-11,-19,-7,-3,-5,-8,0,0,0,0,0,0,0,7,-22,24,-22,-21,-11,3,7,-22,24,-22,-21,-11,3,0,4,-1,-4,2,0,0,25,25,25,26,27,24,24,24,6.2915064663,6.3469675599,5.7000356252,9.4476744186,7.3691967576,6.683995544,13.981125481,19.746121298,10.687566797,11.627906977,11.053795136,12.625324916,-7.689619014,-13.39915374,-4.987531172,-2.180232558,-3.684598379,-5.941329372,0,0,0,0,0,0,-15.37923803,16.925246827,-15.67509797,-15.26162791,-8.106116433,2.2279985147,-15.37923803,16.925246827,-15.67509797,-15.26162791,-8.106116433,2.2279985147
050,4,9,41,071,Oregon,Yamhill County,99193,99190,99305,99710,100687,100722,102135,102505,105035,115,405,977,35,1413,370,2530,258,1178,1117,1077,1127,1109,1152,215,862,829,816,836,865,856,43,316,288,261,291,244,296,19,54,33,69,90,102,104,61,-54,664,-308,960,-5,2023,80,0,697,-239,1050,97,2127,-8,89,-8,13,72,29,107,5461,5461,5439,6055,6052,6536,5965,5973,11.838303645,11.147871475,10.694656147,11.11127543,10.838545739,11.101474415,8.6626636183,8.2735769498,8.1029149641,8.2422593255,8.4538702111,8.2490122386,3.1756400271,2.8742945254,2.5917411834,2.8690161049,2.3846755278,2.852462176,0.5426726629,0.3293462477,0.6851729565,0.8873245685,0.9968725567,1.0022164402,-0.542672663,6.6268457113,-3.058453197,9.4647953977,-0.048866302,19.495037101,0,6.956191959,-2.373280241,10.352119966,0.9480062549,20.497253541
040,1,2,42,000,Pennsylvania,Pennsylvania,12702379,12702857,12712343,12744293,12771854,12781338,12790565,12791904,12784227,9486,31950,27561,9484,9227,1339,-7677,36120,142966,142119,141825,142227,141276,140897,30127,127777,125513,130755,126603,130530,133053,5993,15189,16606,11070,15624,10746,7844,5794,26854,29193,29791,33818,34910,34678,-1581,-7450,-17463,-31138,-35353,-45064,-45565,4213,19404,11730,-1347,-1535,-10154,-10887,-720,-2643,-775,-239,-4862,747,-4634,426618,426621,428374,430513,430838,429614,427368,427424,11.232120379,11.139534507,11.100374466,11.123693063,11.044750997,11.01785098,10.038796957,9.8379273328,10.233946507,9.9017269071,10.204644438,10.404466571,1.1933234226,1.3016071745,0.8664279594,1.2219661556,0.8401065589,0.6133844091,2.1097838693,2.2881981359,2.3316852157,2.6449341686,2.7292127277,2.7117471364,-0.585309072,-1.368780326,-2.437112358,-2.764987807,-3.523037593,-3.563087787,1.5244747971,0.9194178102,-0.105427142,-0.120053639,-0.793824865,-0.85134065
050,1,2,42,001,Pennsylvania,Adams County,101407,101417,101475,101650,101535,101407,101612,102063,102180,58,175,-115,-128,205,451,117,270,1053,923,1024,1026,975,997,202,923,919,1021,967,986,992,68,130,4,3,59,-11,5,9,57,60,39,46,49,49,-20,-91,-170,-226,73,328,68,-11,-34,-110,-187,119,377,117,1,79,-9,56,27,85,-5,3993,3993,4018,4043,4019,3966,4066,4069,10.368,9.0853163373,10.091553252,10.107428369,9.5740763471,9.7628804904,9.088,9.0459433521,10.061988154,9.5262019811,9.6820915674,9.7139192041,1.28,0.0393729852,0.0295650974,0.5812263877,-0.10801522,0.0489612863,0.5612307692,0.5905947782,0.3843462664,0.4531595565,0.4811587087,0.4798206058,-0.896,-1.673351871,-2.227237339,0.7191445136,3.2208174788,0.6658734938,-0.334769231,-1.082757093,-1.842891072,1.1723040701,3.7019761876,1.1456940997
050,1,2,42,003,Pennsylvania,Allegheny County,1223348,1223338,1223972,1227535,1230842,1233631,1232666,1229298,1225365,634,3563,3307,2789,-965,-3368,-3933,3275,13011,13156,13393,13355,13253,13193,3142,13822,13547,13886,13272,13866,13995,133,-811,-391,-493,83,-613,-802,601,2604,2968,3124,3421,3559,3479,-10,2468,830,581,-3775,-6001,-5821,591,5072,3798,3705,-354,-2442,-2342,-90,-698,-100,-423,-694,-313,-789,35054,35054,35617,35978,36811,36774,36518,36519,10.614695369,10.702996326,10.868855126,10.830001415,10.766201293,10.749337078,11.276329213,11.021092371,11.268940662,10.762694031,11.264177705,11.402787267,-0.661633844,-0.318096045,-0.400085536,0.0673073843,-0.497976412,-0.653450188,2.1244075583,2.4146011779,2.5352276126,2.7741995388,2.8911876859,2.8346049947,2.013455397,0.6752422432,0.4715003979,-3.061269588,-4.87496974,-4.742809909,4.1378629553,3.0898434211,3.0067280104,-0.287070049,-1.983782054,-1.908204914
050,1,2,42,005,Pennsylvania,Armstrong County,68941,68938,68859,68645,68367,68095,67660,66953,66486,-79,-214,-278,-272,-435,-707,-467,182,687,706,729,602,606,592,219,808,859,855,836,868,898,-37,-121,-153,-126,-234,-262,-306,3,6,4,5,5,5,5,-44,-124,-124,-103,-160,-468,-163,-41,-118,-120,-98,-155,-463,-158,-1,25,-5,-48,-46,18,-3,650,650,650,650,650,650,650,650,9.9924365837,10.305666657,10.684293063,8.8689182719,9.0035880636,8.8729681727,11.752385385,12.539047675,12.530961,12.316305108,12.896228447,13.459333478,-1.759948801,-2.233381018,-1.846667937,-3.447386837,-3.892640384,-4.586365305,0.0872701885,0.0583890462,0.0732804737,0.0736621119,0.0742870302,0.0749406096,-1.803583896,-1.810060433,-1.509577758,-2.357187581,-6.953266029,-2.443063872,-1.716313707,-1.751671386,-1.436297284,-2.283525469,-6.878978999,-2.368123262
050,1,2,42,007,Pennsylvania,Beaver County,170539,170539,170610,170354,170250,170045,169392,168908,167429,71,-256,-104,-205,-653,-484,-1479,452,1717,1673,1773,1741,1772,1764,418,1996,2088,2201,2068,2093,2129,34,-279,-415,-428,-327,-321,-365,2,30,45,40,44,46,45,55,107,279,189,-221,-229,-1058,57,137,324,229,-177,-183,-1013,-20,-114,-13,-6,-149,20,-101,3382,3382,3280,3301,3292,3258,3241,3244,10.071444493,9.8237249122,10.420370561,10.258162781,10.475908957,10.489479302,11.707980901,12.260572395,12.935835084,12.184882614,12.37363287,12.659921448,-1.636536409,-2.436847483,-2.515464523,-1.926719833,-1.897723914,-2.170442146,0.1759716568,0.264236474,0.2350901424,0.2592528216,0.2719479752,0.2675887577,0.6276322427,1.638266139,1.1108009227,-1.302156218,-1.353827963,-6.291309014,0.8036038995,1.902502613,1.3458910651,-1.042903396,-1.081879988,-6.023720257
050,1,2,42,009,Pennsylvania,Bedford County,49762,49768,49714,49414,49375,49111,48925,48522,48325,-54,-300,-39,-264,-186,-403,-197,114,487,465,509,468,447,441,155,551,487,528,545,545,531,-41,-64,-22,-19,-77,-98,-90,0,2,11,4,5,5,5,-10,-303,-29,-230,-82,-303,-78,-10,-301,-18,-226,-77,-298,-73,-3,65,1,-19,-32,-7,-34,551,551,551,551,551,551,551,551,9.825679929,9.4140035834,10.336494527,9.5475131584,9.1742177799,9.1071483887,11.116939714,9.8593973013,10.72233617,11.118364682,11.185567539,10.965750101,-1.291259785,-0.445393718,-0.385841642,-1.570851524,-2.011349759,-1.858601712,0.0403518683,0.222696859,0.0812298195,0.1020033457,0.1026198857,0.1032556507,-6.113308046,-0.587109901,-4.670714619,-1.67285487,-6.218765072,-1.61078815,-6.072956178,-0.364413042,-4.5894848,-1.570851524,-6.116145187,-1.5075325
050,1,2,42,011,Pennsylvania,Berks County,411442,411572,411988,412676,413331,413687,414021,414635,414812,416,688,655,356,334,614,177,1217,4868,4901,4891,4895,4882,4879,842,3664,3678,3833,3708,3827,3821,375,1204,1223,1058,1187,1055,1058,228,1236,1115,1178,1421,1459,1448,-166,-1516,-1696,-1902,-2049,-1885,-2146,62,-280,-581,-724,-628,-426,-698,-21,-236,13,22,-225,-15,-183,12163,12163,12280,12066,11820,11847,11794,11795,11.806020391,11.866727522,11.8280376,11.827842669,11.782935259,11.764464758,8.8860432855,8.905493537,9.2694475816,8.9596814335,9.2366434323,9.2133674605,2.9199771058,2.9612339847,2.5585900186,2.8681612356,2.5462918268,2.5510972974,2.9975844708,2.6997349901,2.8487892646,3.4335780251,3.5213647159,3.4914828796,-3.676648914,-4.106502729,-4.599658049,-4.951021375,-4.549535634,-5.174531947,-0.679064443,-1.406767739,-1.750868784,-1.51744335,-1.028170918,-1.683049068
050,1,2,42,013,Pennsylvania,Blair County,127089,127076,127053,127178,126991,126419,126019,125506,124650,-23,125,-187,-572,-400,-513,-856,360,1388,1341,1385,1353,1321,1287,388,1595,1502,1666,1526,1623,1673,-28,-207,-161,-281,-173,-302,-386,10,28,33,33,36,37,36,1,255,-39,-377,-225,-394,-473,11,283,-6,-344,-189,-357,-437,-6,49,-20,53,-38,146,-33,3672,3672,3700,3721,3727,3752,3751,3754,10.919203402,10.552034276,10.93090249,10.719463789,10.503926051,10.289579303,12.547643678,11.818907892,13.148652382,12.09009737,12.905277805,13.375653592,-1.628440277,-1.266873616,-2.217749891,-1.370633581,-2.401351754,-3.08607429,0.2202721147,0.2596697473,0.2604474962,0.2852185487,0.2942053474,0.2878204001,2.0060496163,-0.306882429,-2.975415335,-1.782615929,-3.132889375,-3.781640256,2.226321731,-0.047212681,-2.714967839,-1.497397381,-2.838684027,-3.493819856
050,1,2,42,015,Pennsylvania,Bradford County,62622,62622,62615,63044,62847,62350,61744,61329,60770,-7,429,-197,-497,-606,-415,-559,181,720,730,740,700,675,715,158,717,623,679,613,720,716,23,3,107,61,87,-45,-1,2,22,28,28,28,30,30,-24,396,-318,-569,-704,-314,-540,-22,418,-290,-541,-676,-284,-510,-8,8,-14,-17,-17,-86,-48,579,579,579,579,579,578,577,577,11.459585068,11.597334202,11.821369522,11.281770271,10.96909964,11.711807632,11.411836796,9.8974509695,10.846905277,9.8796073944,11.700372949,11.728187782,0.0477482711,1.6998832323,0.9744642444,1.4021628765,-0.731273309,-0.016380151,0.3501539882,0.4448292571,0.447295063,0.4512708108,0.4875155396,0.491404516,6.3027717871,-5.051989419,-9.089674673,-11.34623753,-5.102662647,-8.845281288,6.6529257753,-4.607160162,-8.64237961,-10.89496672,-4.615147108,-8.353876772
050,1,2,42,017,Pennsylvania,Bucks County,625249,625255,625538,626397,625930,625783,626169,626821,626399,283,859,-467,-147,386,652,-422,1576,6002,5651,5604,5942,5979,5999,1225,5475,5369,5623,5610,5832,6027,351,527,282,-19,332,147,-28,225,748,796,799,908,944,910,-311,-356,-1580,-1224,-609,-856,-986,-86,392,-784,-425,299,88,-76,18,-60,35,297,-245,417,-318,8233,8234,8168,8151,8082,8125,8179,8178,9.588357223,9.0247994334,8.9541292613,9.4923767045,9.5435717763,9.5737380508,8.7464604792,8.5744378265,8.9844876581,8.9620049331,9.3089330322,9.6184229425,0.8418967438,0.4503616068,-0.030358397,0.5303717714,0.2346387441,-0.044684892,1.1949502171,1.2712334718,1.2766504782,1.4505348448,1.5067957446,1.4522589809,-0.568719622,-2.52330262,-1.955719881,-0.972880749,-1.366331734,-1.573546544,0.626230595,-1.252069148,-0.679069403,0.4776540954,0.1404640101,-0.121287563
050,1,2,42,019,Pennsylvania,Butler County,183862,183862,184114,184723,185081,185360,186141,186441,186847,252,609,358,279,781,300,406,490,1761,1812,1781,1825,1761,1777,376,1869,1837,1939,1929,1877,1967,114,-108,-25,-158,-104,-116,-190,27,75,87,99,110,117,118,122,605,328,295,726,151,367,149,680,415,394,836,268,485,-11,37,-32,43,49,148,111,5490,5490,5478,5486,5399,5541,5495,5501,9.5489335397,9.7997858325,9.6155663115,9.8250072005,9.4529526386,9.5207989542,10.134558084,9.9349925907,10.468603637,10.384898022,10.075634357,10.538779709,-0.585624544,-0.135206758,-0.853037326,-0.559890821,-0.622681718,-1.017980755,0.4066837112,0.4705195184,0.5344980712,0.5921922148,0.6280496642,0.6322196267,3.2805819373,1.7739126673,1.5926962728,3.9084686179,0.8105598231,1.9663101948,3.6872656485,2.2444321857,2.127194344,4.5006608327,1.4386094873,2.5985298215
050,1,2,42,021,Pennsylvania,Cambria County,143679,143674,143464,142572,141531,138837,137517,136194,134732,-210,-892,-1041,-2694,-1320,-1323,-1462,375,1372,1368,1317,1278,1304,1259,489,1876,1766,1862,1761,1771,1794,-114,-504,-398,-545,-483,-467,-535,12,50,56,51,54,57,56,-99,-368,-697,-2278,-807,-918,-890,-87,-318,-641,-2227,-753,-861,-834,-9,-70,-2,78,-84,5,-93,8092,8094,8116,8065,6492,6447,6277,6281,9.593198059,9.630310134,9.3947954117,9.2490067088,9.5282980954,9.294050774,13.117229999,12.432110889,13.282542944,12.744523329,12.940656386,13.243468696,-3.52403194,-2.801800755,-3.887747532,-3.49551662,-3.41235829,-3.949417922,0.3496063433,0.3942232219,0.3638075672,0.3908031004,0.4164976928,0.4133970162,-2.573102686,-4.906671172,-16.25007133,-5.840335222,-6.707804948,-6.570059721,-2.223496343,-4.51244795,-15.88626377,-5.449532122,-6.291307255,-6.156662705
050,1,2,42,023,Pennsylvania,Cameron County,5085,5085,5074,4989,4946,4886,4785,4742,4677,-11,-85,-43,-60,-101,-43,-65,13,39,46,49,48,60,55,18,72,67,69,46,60,70,-5,-33,-21,-20,2,0,-15,0,0,2,2,2,2,2,-6,-54,-23,-28,-107,-47,-51,-6,-54,-21,-26,-105,-45,-49,0,2,-1,-14,2,2,-1,92,92,92,92,92,92,92,92,7.7511676438,9.2601912431,9.967453214,9.9265846345,12.595780414,11.678522136,14.309847958,13.487669854,14.035801465,9.5129769414,12.595780414,14.863573628,-6.558680314,-4.227478611,-4.068348251,0.4136076931,0,-3.185051492,0,0.4026170106,0.4068348251,0.4136076931,0.4198593471,0.4246735322,-10.73238597,-4.630095622,-5.695687551,-22.12801158,-9.866694657,-10.82917507,-10.73238597,-4.227478611,-5.288852726,-21.71440389,-9.44683531,-10.40450154
050,1,2,42,025,Pennsylvania,Carbon County,65249,65250,65236,65141,64963,64721,64435,63936,63594,-14,-95,-178,-242,-286,-499,-342,158,611,565,624,557,578,572,147,860,776,815,756,801,785,11,-249,-211,-191,-199,-223,-213,-3,0,6,7,10,9,9,-11,155,33,-73,-46,-261,-99,-14,155,39,-66,-36,-252,-90,-11,-1,-6,15,-51,-24,-39,699,699,699,699,699,699,699,700,9.3728188254,8.6853594048,9.6233922458,8.625228406,9.005149138,8.9704383282,13.192510949,11.928918404,12.569013911,11.706773204,12.479454082,12.310828825,-3.819692124,-3.243558999,-2.945621665,-3.081544799,-3.474304944,-3.340390496,0,0.0922339052,0.1079547207,0.1548514974,0.1402185852,0.1411432604,2.3777199966,0.5072864785,-1.125813516,-0.712316888,-4.066338971,-1.552575865,2.3777199966,0.5995203837,-1.017858795,-0.557465391,-3.926120385,-1.411432604
050,1,2,42,027,Pennsylvania,Centre County,153990,154027,154304,154995,155936,158331,159666,160491,161464,277,691,941,2395,1335,825,973,393,1236,1318,1282,1241,1360,1335,216,940,925,935,917,968,1039,177,296,393,347,324,392,296,171,849,1000,1062,1176,1218,1195,-71,-384,-459,935,-85,-777,-430,100,465,541,1997,1091,441,765,0,-70,7,51,-80,-8,-88,16989,16985,17183,17299,19454,19652,19309,19306,7.992266383,8.4777651633,8.1586676298,7.8051050796,8.4958317326,8.2930844373,6.0782608415,5.949873123,5.9503543166,5.7673500064,6.0470331743,6.4543181501,1.9140055416,2.5278920404,2.2083133132,2.0377550732,2.4487985582,1.8387662872,5.4898334621,6.4322952681,6.7585842612,7.3962961915,7.6087669487,7.4233976798,-2.483034216,-2.952423528,5.9503543166,-0.534596238,-4.853868571,-2.671180755,3.006799246,3.47987174,12.708938578,6.8616999531,2.754898378,4.7522169247
050,1,2,42,029,Pennsylvania,Chester County,498886,499146,499963,503652,506278,509396,512899,515253,516312,817,3689,2626,3118,3503,2354,1059,1422,5551,5565,5387,5493,5570,5536,908,3630,3622,3756,3740,3911,4092,514,1921,1943,1631,1753,1659,1444,236,1079,1079,1171,1346,1429,1415,78,712,-370,245,611,-994,-1459,314,1791,709,1416,1957,435,-44,-11,-23,-26,71,-207,260,-341,13602,13610,13760,13576,13458,13534,13411,13417,11.062010831,11.020565782,10.607734371,10.746408815,10.834973817,10.733206342,7.2338496336,7.1727743507,7.3960739371,7.316870375,7.607824524,7.9335766529,3.8281611973,3.8477914311,3.2116604344,3.4295384405,3.2271492931,2.7996296889,2.1502269296,2.1367817572,2.305857982,2.633290782,2.7797446292,2.7434044389,1.4188707821,-0.73272405,0.4824382627,1.1953496789,-1.933566243,-2.828711715,3.5690977118,1.404057707,2.7882962447,3.8286404609,0.8461783861,-0.085307276
050,1,2,42,031,Pennsylvania,Clarion County,39988,39991,39930,39883,39437,39066,38847,38831,38513,-61,-47,-446,-371,-219,-16,-318,94,411,376,399,402,354,372,110,421,427,425,434,422,436,-16,-10,-51,-26,-32,-68,-64,6,25,26,31,37,39,38,-49,-40,-434,-395,-218,-14,-270,-43,-15,-408,-364,-181,25,-232,-2,-22,13,19,-6,27,-22,1841,1841,1736,1501,1423,1461,1378,1376,10.299074086,9.4805849723,10.165216616,10.319202187,9.1145498082,9.6193628465,10.54965983,10.766515381,10.827611684,11.140631217,10.865367285,11.274306992,-0.250585744,-1.285930408,-0.662395068,-0.82142903,-1.750817477,-1.654944146,0.6264643604,0.6555723651,0.7897787346,0.9497773157,1.0041453179,0.9826230865,-1.002342977,-10.94301563,-10.06330968,-5.595985266,-0.360462422,-6.981795614,-0.375878616,-10.28744327,-9.273530948,-4.64620795,0.6436828961,-5.999172528
050,1,2,42,033,Pennsylvania,Clearfield County,81642,81597,81536,81467,81479,81601,81205,80967,80596,-61,-69,12,122,-396,-238,-371,198,729,701,797,720,765,737,276,912,894,942,916,947,952,-78,-183,-193,-145,-196,-182,-215,5,37,75,82,92,95,95,13,99,137,145,-233,-226,-232,18,136,212,227,-141,-131,-137,-1,-22,-7,40,-59,75,-19,5115,5122,5158,5399,5754,5714,5574,5576,8.9446206512,8.6040774244,9.7743438803,8.8448828667,9.4344276447,9.1233760205,11.189978099,10.972960367,11.552612215,11.252656536,11.678958143,11.784876488,-2.245357447,-2.368882943,-1.778268335,-2.407773669,-2.244530498,-2.661500467,0.4539793746,0.9205503664,1.005641403,1.1301794774,1.1715955899,1.1760118344,1.2147015699,1.6815386693,1.7782683346,-2.862302372,-2.787164245,-2.87194469,1.6686809445,2.6020890356,2.7839097376,-1.732122895,-1.615568656,-1.695932856
050,1,2,42,035,Pennsylvania,Clinton County,39238,39241,39247,39520,39740,39854,39494,39359,39233,6,273,220,114,-360,-135,-126,124,385,441,442,424,414,407,115,361,410,387,421,401,395,9,24,31,55,3,13,12,3,20,12,16,18,20,20,-2,234,179,33,-369,-152,-128,1,254,191,49,-351,-132,-108,-4,-5,-2,10,-12,-16,-30,2623,2623,2617,2785,2667,2431,2432,2437,9.775667475,11.127933384,11.106364801,10.687099864,10.500551659,10.357288274,9.1662752168,10.345697704,9.7243510817,10.611483591,10.170824192,10.051913681,0.6093922582,0.78223568,1.3820137196,0.0756162726,0.3297274676,0.3053745928,0.5078268818,0.3028009084,0.4020403548,0.4536976357,0.507273027,0.5089576547,5.9415745172,4.516780217,0.8292082318,-9.300801532,-3.855275005,-3.25732899,6.4494013991,4.8195811254,1.2312485866,-8.847103897,-3.348001978,-2.748371336
050,1,2,42,037,Pennsylvania,Columbia County,67295,67296,67364,66926,66888,67044,66922,66586,66420,68,-438,-38,156,-122,-336,-166,181,613,626,605,625,616,602,145,680,677,647,690,714,711,36,-67,-51,-42,-65,-98,-109,13,43,34,36,35,38,38,22,-451,-11,169,-57,-319,-54,35,-408,23,205,-22,-281,-16,-3,37,-10,-7,-35,43,-41,4387,4387,4250,4128,4360,4304,4276,4280,9.1294958672,9.3562706443,9.0344353851,9.3307257065,9.227911436,9.052223208,10.127336362,10.118522726,9.6616193292,10.30112118,10.695988255,10.691247011,-0.997840494,-0.762252081,-0.627183944,-0.970395473,-1.468076819,-1.639023803,0.6404050935,0.5081680542,0.5375862378,0.5225206396,0.5692542769,0.5714027939,-6.71680691,-0.164407312,2.5236687274,-0.850962184,-4.778739851,-0.811993444,-6.076401817,0.3437607425,3.0612549652,-0.328441545,-4.209485574,-0.24059065
050,1,2,42,039,Pennsylvania,Crawford County,88765,88761,88686,88104,87675,87435,87128,86638,86257,-75,-582,-429,-240,-307,-490,-381,266,917,929,979,897,1043,989,283,1021,900,999,938,986,957,-17,-104,29,-20,-41,57,32,4,6,16,21,23,26,25,-58,-492,-477,-165,-225,-542,-381,-54,-486,-461,-144,-202,-516,-356,-4,8,3,-76,-64,-31,-57,3875,3875,3805,3874,3897,3862,3827,3825,10.373889926,10.570090853,11.18154303,10.277091938,12.004649932,11.440469649,11.55042706,10.240131074,11.409970875,10.746836386,11.348595237,11.070302785,-1.176537134,0.329959779,-0.228427845,-0.469744448,0.6560546942,0.3701668643,0.0678771424,0.1820467746,0.2398492376,0.2635151779,0.2992530184,0.2891928627,-5.565925675,-5.427269469,-1.884529724,-2.577865871,-6.238274461,-4.407299228,-5.498048532,-5.245222694,-1.644680487,-2.314350693,-5.939021443,-4.118106365
050,1,2,42,041,Pennsylvania,Cumberland County,235406,235408,235980,236891,239217,241265,243689,246513,248506,572,911,2326,2048,2424,2824,1993,626,2524,2506,2559,2674,2622,2661,518,2164,2231,2322,2122,2254,2282,108,360,275,237,552,368,379,138,474,634,631,697,735,684,340,258,1411,1036,1211,1492,950,478,732,2045,1667,1908,2227,1634,-14,-181,6,144,-36,229,-20,12830,12830,12665,12769,12770,12559,12624,12631,10.675215862,10.52702328,10.651803814,11.027850064,10.697630773,10.751102483,9.1526018724,9.3718231998,9.6652944335,8.7513454884,9.1962089098,9.219848127,1.5226139899,1.1552000807,0.9865093802,2.2765045757,1.5014218628,1.5312543559,2.0047750867,2.6632612769,2.6265291936,2.8744994371,2.9987637749,2.7635302887,1.0912066927,5.9272265956,4.3123363622,4.994288118,6.0872864656,3.8382365121,3.0959817794,8.5904878725,6.9388655558,7.8687875551,9.0860502405,6.6017668009
050,1,2,42,043,Pennsylvania,Dauphin County,268100,268100,268268,269059,269961,271259,271977,272904,273707,168,791,902,1298,718,927,803,842,3455,3394,3487,3487,3552,3509,565,2490,2407,2442,2402,2422,2537,277,965,987,1045,1085,1130,972,182,818,943,947,1052,1085,1062,-292,-864,-1024,-536,-1296,-1149,-1127,-110,-46,-81,411,-244,-64,-65,1,-128,-4,-158,-123,-139,-104,6780,6775,6774,6777,6786,6785,6787,6787,12.859953064,12.593224741,12.885702672,12.837882615,13.037709151,12.839112275,9.2680993138,8.9310229676,9.0240567607,8.8433019903,8.8900145169,9.2826525628,3.5918537501,3.6622017736,3.8616459111,3.9945806243,4.1476946342,3.5564597127,3.0447008991,3.4989425253,3.4995011271,3.873086467,3.9825209541,3.8857615379,-3.215918798,-3.79948796,-1.980710247,-4.771406902,-4.217434633,-4.123590634,-0.171217899,-0.300545434,1.5187908799,-0.898320435,-0.234913678,-0.237829096
